status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
bad,20,owner,48,51,married,yes_rec,fixed,45,213,5000,1000,1100,1376,80,7,2074
good,6,rent,48,34,married,no_rec,fixed,87,120,0,0,1150,1400,82,1,2075
good,2,rent,60,26,married,no_rec,partime,85,97,6000,0,1070,1172,91,1,2076
good,2,owner,48,30,married,no_rec,fixed,75,180,4000,0,1500,2065,73,3,2077
bad,3,priv,30,22,single,no_rec,freelance,60,143,5000,0,1200,1426,84,2,2078
bad,1,parents,60,24,single,no_rec,fixed,35,70,0,0,1750,1750,100,1,2079
good,14,owner,60,49,married,no_rec,freelance,60,103,36000,0,1300,1648,79,2,2080
bad,1,rent,60,55,married,yes_rec,fixed,91,157,0,0,2500,2860,87,2,2081
bad,21,priv,60,36,married,no_rec,fixed,45,179,3500,0,2000,2220,90,4,2082
bad,1,other,48,32,married,no_rec,fixed,60,69,0,0,2000,2580,78,0,2083
good,40,owner,24,63,married,no_rec,fixed,45,250,55000,0,1000,1751,57,5,2084
good,4,priv,60,27,married,no_rec,fixed,45,53,2500,300,780,861,91,0,2085
good,2,parents,36,22,single,no_rec,fixed,35,52,0,0,800,1762,45,1,2086
good,6,owner,60,38,married,no_rec,fixed,90,145,3000,0,1800,2218,81,2,2087
good,1,owner,12,27,married,no_rec,fixed,45,70,6000,5700,600,1628,37,-1,2088
bad,6,rent,60,31,married,yes_rec,fixed,86,113,0,0,1150,1736,66,1,2089
good,20,owner,36,48,married,no_rec,fixed,75,303,8000,0,1000,1831,55,8,2090
good,3,rent,48,33,married,no_rec,freelance,89,291,0,0,900,1041,86,11,2091
good,0,owner,18,20,single,no_rec,partime,35,180,4000,0,700,960,73,4,2092
bad,2,parents,48,20,single,no_rec,fixed,35,136,0,0,900,1022,88,5,2093
bad,4,other,48,41,married,yes_rec,freelance,45,140,0,0,1000,1250,80,5,2094
good,3,rent,48,36,married,no_rec,fixed,71,105,0,0,350,1526,23,5,2095
good,4,owner,36,27,married,no_rec,fixed,60,94,12000,0,1000,1888,53,1,2096
good,8,owner,60,36,married,no_rec,fixed,75,219,8500,800,1600,1852,86,5,2097
good,1,parents,36,29,single,no_rec,fixed,35,66,0,0,700,1018,69,2,2098
good,1,rent,60,23,married,no_rec,fixed,54,92,0,0,1000,1300,77,2,2099
good,2,other,36,29,single,no_rec,fixed,35,70,0,0,300,850,35,4,2100
good,7,owner,60,39,married,no_rec,fixed,90,142,6000,0,1300,1534,85,2,2101
good,18,owner,60,38,married,no_rec,fixed,75,138,6000,0,1000,2018,50,4,2102
good,15,owner,36,47,married,no_rec,fixed,75,230,13000,1400,1400,1568,89,4,2103
good,9,owner,36,43,married,no_rec,freelance,90,142,24000,0,2500,2700,93,1,2104
good,30,owner,24,58,married,no_rec,freelance,60,216,11000,0,983,1200,82,4,2105
good,15,parents,18,30,married,no_rec,fixed,45,260,8000,1500,500,2071,24,7,2106
good,1,parents,36,24,single,no_rec,fixed,35,60,0,0,1000,1602,62,1,2107
bad,7,rent,60,25,married,no_rec,fixed,51,63,0,0,1100,1297,85,1,2108
good,12,rent,36,51,married,no_rec,fixed,74,139,0,0,600,690,87,4,2109
bad,12,rent,48,47,married,no_rec,freelance,75,300,0,0,2000,2196,91,5,2110
bad,14,owner,60,53,married,no_rec,freelance,45,65,3500,0,1800,1979,91,1,2111
good,2,parents,48,32,married,no_rec,fixed,60,167,2000,0,1450,1698,85,4,2112
bad,2,rent,36,35,single,no_rec,fixed,47,120,0,0,900,1200,75,3,2113
good,13,parents,48,31,married,no_rec,fixed,75,80,0,0,1000,1575,63,0,2114
good,3,owner,60,38,married,no_rec,freelance,60,100,18000,0,1500,2360,64,2,2115
bad,15,owner,60,44,married,no_rec,fixed,75,240,10000,7000,1000,1026,97,6,2116
good,8,priv,60,47,married,no_rec,freelance,75,178,2500,0,1600,1661,96,4,2117
good,14,owner,36,33,married,no_rec,fixed,60,92,7000,0,800,1115,72,1,2118
good,7,parents,30,29,single,no_rec,fixed,35,250,3500,0,500,1634,31,13,2119
good,0,owner,60,29,married,no_rec,partime,75,70,4500,0,1150,1683,68,-0,2120
good,14,owner,60,30,married,no_rec,fixed,45,120,6500,3000,760,895,85,4,2121
good,6,owner,36,28,married,no_rec,fixed,45,89,5000,0,800,1054,76,2,2122
good,5,owner,48,55,married,no_rec,freelance,90,41,30000,0,850,1344,63,-3,2123
good,29,owner,60,52,married,no_rec,fixed,60,212,2200,0,1250,1301,96,7,2124
good,2,rent,36,24,married,no_rec,fixed,71,113,0,0,700,1338,52,2,2125
good,32,rent,36,52,married,no_rec,fixed,63,180,0,0,1100,1489,74,4,2126
good,12,owner,60,34,married,no_rec,fixed,75,172,10000,3900,1000,1568,64,3,2127
bad,2,owner,60,27,single,no_rec,fixed,60,46,3000,0,700,1130,62,-1,2128
good,5,parents,48,53,married,no_rec,fixed,60,50,0,0,650,869,75,-1,2129
bad,1,priv,48,41,married,no_rec,partime,75,80,4000,30,1100,1409,78,0,2130
bad,3,owner,60,32,married,no_rec,fixed,90,254,14000,10500,1650,2200,75,2,2131
good,9,parents,60,32,married,no_rec,freelance,75,160,2000,0,1200,1541,78,4,2132
good,4,owner,60,22,single,no_rec,others,35,130,4000,0,750,997,75,8,2133
good,25,owner,36,55,married,no_rec,freelance,60,100,50000,0,1400,1705,82,1,2134
good,1,priv,24,55,married,no_rec,fixed,60,184,15000,0,1600,4200,38,2,2135
bad,1,rent,60,56,married,no_rec,partime,88,133,0,0,750,784,96,4,2136
good,11,rent,48,31,married,no_rec,fixed,67,66,6200,0,1000,1541,65,-0,2137
bad,0,owner,36,35,married,yes_rec,fixed,75,120,4000,0,900,975,92,2,2138
good,4,owner,36,45,married,yes_rec,fixed,60,98,2500,0,450,575,78,3,2139
bad,1,parents,60,22,single,no_rec,fixed,35,45,0,0,1350,1520,89,0,2140
good,1,owner,60,25,married,no_rec,fixed,45,171,15000,0,550,2055,27,14,2141
good,9,parents,60,35,married,no_rec,fixed,60,118,0,0,1000,1656,60,3,2142
good,12,owner,36,56,married,no_rec,fixed,75,205,5500,1950,275,300,92,14,2143
good,4,owner,60,38,married,no_rec,fixed,75,145,4500,0,1450,1657,88,3,2144
bad,2,priv,36,34,married,yes_rec,fixed,105,135,1200,0,400,425,94,3,2145
bad,0,priv,48,46,married,no_rec,partime,75,125,8500,0,1575,1702,93,2,2146
good,12,owner,48,31,divorced,no_rec,fixed,35,117,4000,0,660,933,71,6,2147
good,27,owner,36,46,married,yes_rec,fixed,60,260,15000,8000,690,1242,56,6,2148
good,1,parents,60,41,married,yes_rec,fixed,75,251,0,0,1450,2009,72,7,2149
good,2,rent,36,29,married,no_rec,fixed,88,130,0,0,500,600,83,3,2150
bad,0,other,60,42,married,no_rec,freelance,45,134,0,0,2700,3700,73,2,2151
bad,0,rent,30,30,married,no_rec,freelance,75,246,0,0,600,830,72,9,2152
bad,2,owner,36,50,married,yes_rec,fixed,45,185,4000,0,950,950,100,5,2153
good,2,rent,48,37,separated,no_rec,fixed,50,148,0,0,700,1805,39,7,2154
bad,3,priv,60,32,married,yes_rec,fixed,60,200,4500,2000,1600,1759,91,4,2155
good,1,rent,48,46,married,no_rec,fixed,95,200,0,0,1420,1595,89,4,2156
good,3,owner,48,28,married,no_rec,partime,75,61,4000,50,1250,1484,84,-1,2157
good,3,owner,60,58,married,no_rec,fixed,75,150,5000,0,1100,2035,54,4,2158
good,19,owner,36,37,married,no_rec,fixed,75,170,2500,0,950,1339,71,4,2159
good,1,priv,60,24,married,no_rec,fixed,45,115,14500,0,1400,1675,84,3,2160
good,25,owner,24,54,married,no_rec,freelance,75,215,15000,0,1500,2070,72,2,2161
good,8,rent,60,34,married,no_rec,partime,81,60,0,0,600,1400,43,-2,2162
good,30,owner,36,56,married,no_rec,fixed,60,150,2000,0,400,450,89,8,2163
good,15,owner,60,33,married,no_rec,fixed,90,144,3000,200,960,960,100,3,2164
good,18,owner,18,50,married,no_rec,fixed,60,75,3000,0,280,434,65,1,2165
good,4,rent,12,21,single,no_rec,fixed,52,70,0,0,400,700,57,1,2166
good,13,owner,36,61,married,no_rec,freelance,60,120,2500,0,600,980,61,4,2167
good,13,rent,60,53,separated,no_rec,fixed,57,222,4600,0,1000,2300,43,10,2168
good,4,rent,60,21,single,no_rec,fixed,47,120,8000,0,2100,2100,100,2,2169
good,1,rent,60,24,married,no_rec,fixed,77,165,0,0,1500,1736,86,4,2170
good,25,owner,48,44,married,no_rec,freelance,75,250,20000,0,700,1100,64,12,2171
bad,10,other,12,31,married,no_rec,others,90,65,0,0,225,375,60,-1,2172
good,6,parents,60,31,married,yes_rec,fixed,45,94,0,0,500,1418,35,6,2173
bad,0,rent,36,42,single,no_rec,partime,49,141,0,0,800,1165,69,4,2174
good,20,priv,36,46,married,no_rec,fixed,60,150,2000,0,910,1128,81,4,2175
bad,0,parents,36,23,single,yes_rec,partime,35,66,0,0,1000,1200,83,1,2176
good,4,owner,60,64,married,no_rec,others,45,82,8000,0,1000,1590,63,2,2177
bad,0,owner,48,45,married,no_rec,fixed,90,156,5000,0,1350,1357,99,2,2178
good,12,owner,60,40,married,no_rec,fixed,75,114,6000,192,1330,1935,69,2,2179
good,2,owner,36,42,married,no_rec,partime,75,92,3000,0,550,850,65,1,2180
good,3,parents,60,31,single,no_rec,partime,35,79,2000,0,1200,1661,72,2,2181
bad,2,owner,30,32,married,no_rec,fixed,90,74,1500,0,500,650,77,-1,2182
good,0,owner,48,31,married,no_rec,fixed,75,178,5000,0,1100,1487,74,4,2183
good,3,owner,12,57,married,no_rec,fixed,45,150,19000,1408,550,800,69,2,2184
bad,2,parents,36,36,married,no_rec,freelance,90,59,0,0,500,715,70,-2,2185
good,4,parents,60,26,single,no_rec,freelance,35,60,0,0,600,710,85,2,2186
good,5,owner,48,32,married,no_rec,freelance,75,110,9500,0,1195,1244,96,1,2187
good,20,rent,60,38,married,no_rec,fixed,75,150,0,0,1150,1450,79,4,2188
good,12,parents,48,38,separated,no_rec,fixed,35,154,0,0,1300,2094,62,4,2189
good,6,owner,60,29,married,no_rec,fixed,60,220,15000,4500,1200,1256,96,6,2190
good,5,parents,24,27,single,no_rec,freelance,35,115,10000,0,325,425,76,6,2191
bad,7,rent,60,38,married,no_rec,freelance,90,130,0,0,1370,1397,98,2,2192
good,1,parents,60,30,single,no_rec,fixed,35,113,0,0,930,955,97,5,2193
bad,1,owner,48,33,married,no_rec,freelance,60,198,3000,0,1800,2196,82,4,2194
bad,0,ignore,48,37,married,no_rec,fixed,60,80,18000,0,900,975,92,1,2195
good,7,rent,60,60,married,no_rec,fixed,68,77,4000,0,800,1054,76,1,2196
good,8,rent,48,26,married,no_rec,freelance,82,219,0,0,1400,1635,86,5,2197
good,1,owner,48,42,separated,no_rec,freelance,75,310,3500,0,1300,1700,76,9,2198
good,20,rent,60,45,married,yes_rec,freelance,93,175,1500,0,1500,1645,91,3,2199
bad,5,owner,60,28,married,yes_rec,freelance,75,321,21500,0,2000,2700,74,7,2200
good,18,owner,60,35,married,no_rec,fixed,75,179,7000,3200,1000,1455,69,4,2201
good,4,parents,60,28,divorced,no_rec,fixed,35,185,0,0,1500,1797,83,6,2202
good,14,owner,60,29,married,no_rec,fixed,60,210,8000,2500,1100,2050,54,7,2203
good,0,rent,60,25,married,no_rec,fixed,53,77,0,0,870,920,95,2,2204
good,30,owner,36,52,married,no_rec,freelance,45,33,3000,0,600,1011,59,-1,2205
bad,0,rent,36,36,married,no_rec,partime,82,70,3500,0,500,1350,37,-1,2206
bad,1,parents,60,23,married,no_rec,partime,45,83,0,0,1140,1461,78,2,2207
bad,10,owner,36,40,married,no_rec,freelance,90,17,9000,0,450,550,82,-6,2208
good,2,owner,24,20,single,no_rec,fixed,45,176,5000,0,700,1299,54,4,2209
good,1,parents,48,23,single,no_rec,fixed,35,65,0,0,400,1195,33,4,2210
good,1,rent,60,35,married,no_rec,partime,83,76,10000,0,1000,1350,74,-0,2211
good,19,ignore,36,43,married,no_rec,fixed,75,110,2000,300,700,1553,45,2,2212
bad,8,rent,60,58,married,yes_rec,fixed,60,84,0,0,1400,1996,70,1,2213
good,0,owner,24,33,separated,no_rec,fixed,35,170,3000,0,600,1589,38,5,2214
bad,5,other,60,42,married,no_rec,fixed,75,95,0,0,1000,1067,94,1,2215
bad,2,owner,48,43,married,no_rec,partime,60,95,4000,1300,700,975,72,2,2216
bad,0,rent,18,24,single,no_rec,partime,39,40,0,0,300,460,65,0,2217
good,12,owner,60,34,married,yes_rec,fixed,75,165,5000,1500,1600,1682,95,3,2218
bad,1,owner,60,46,married,no_rec,fixed,75,50,2000,0,750,1302,58,-2,2219
good,14,owner,60,45,married,yes_rec,fixed,60,164,4000,0,1050,1383,76,6,2220
good,2,parents,48,25,married,no_rec,freelance,60,150,0,0,1000,1300,77,4,2221
bad,1,parents,12,26,single,no_rec,partime,35,26,0,0,190,693,27,-1,2222
bad,1,other,30,20,single,no_rec,fixed,35,90,0,0,450,500,90,4,2223
good,3,owner,60,30,married,no_rec,fixed,45,200,10000,2969,1650,1750,94,5,2224
good,1,rent,60,35,widow,no_rec,fixed,45,100,0,0,1250,1400,89,3,2225
good,22,parents,36,38,married,no_rec,fixed,75,110,2000,0,780,1785,44,2,2226
good,30,owner,48,59,married,no_rec,fixed,45,150,4000,0,660,933,71,8,2227
bad,2,other,24,37,married,yes_rec,freelance,60,134,0,0,1000,1795,56,2,2228
good,1,parents,48,40,married,no_rec,fixed,75,121,0,0,1320,1600,82,2,2229
good,5,rent,48,34,divorced,no_rec,freelance,57,120,9000,0,950,1290,74,3,2230
good,17,owner,60,57,married,no_rec,fixed,60,106,4000,0,870,979,89,3,2231
good,14,other,48,46,married,no_rec,fixed,60,100,148,1,800,1651,48,2,2232
good,3,rent,36,23,married,no_rec,partime,53,79,0,0,600,650,92,2,2233
good,1,rent,48,34,single,no_rec,fixed,45,98,6000,800,900,980,92,2,2234
good,17,owner,36,38,married,no_rec,freelance,75,134,19000,800,700,795,88,3,2235
good,35,owner,60,52,married,no_rec,freelance,45,90,14000,0,2900,4600,63,1,2236
good,1,parents,48,22,single,no_rec,fixed,35,210,0,0,1575,2082,76,5,2237
good,12,owner,60,27,married,no_rec,fixed,60,160,2500,270,1400,1461,96,4,2238
good,2,owner,60,27,married,no_rec,fixed,45,120,5000,400,1000,1140,88,4,2239
good,7,other,60,26,married,yes_rec,fixed,45,211,0,0,1400,1531,91,7,2240
bad,17,owner,60,46,married,yes_rec,fixed,75,80,3000,0,900,1286,70,0,2241
good,1,other,60,23,single,no_rec,partime,35,70,0,0,1050,1190,88,2,2242
good,3,owner,60,60,married,yes_rec,others,45,67,10000,0,1000,1683,59,1,2243
good,7,parents,60,27,married,no_rec,freelance,45,71,0,0,1500,1800,83,1,2244
good,13,rent,60,36,married,no_rec,fixed,84,92,0,0,1200,1271,94,0,2245
good,15,parents,24,46,married,no_rec,fixed,60,158,0,0,1000,1923,52,2,2246
good,0,owner,12,65,married,no_rec,others,60,115,3500,0,200,431,46,3,2247
bad,0,rent,24,30,married,no_rec,partime,83,80,0,0,500,650,77,-0,2248
good,5,rent,60,37,married,no_rec,fixed,93,176,0,0,1800,2450,73,3,2249
good,10,owner,36,56,married,yes_rec,freelance,90,321,26000,0,975,1576,62,9,2250
good,7,owner,36,24,married,no_rec,fixed,60,112,3500,0,1100,1460,75,2,2251
good,2,parents,36,20,single,no_rec,freelance,45,134,0,0,1000,1310,76,3,2252
bad,0,rent,60,28,married,no_rec,fixed,53,75,0,0,1100,1168,94,1,2253
good,10,owner,24,50,married,no_rec,freelance,60,100,4000,0,700,1461,48,1,2254
good,2,rent,48,31,single,no_rec,fixed,43,75,0,0,800,900,89,2,2255
good,12,owner,48,51,married,no_rec,fixed,60,80,10000,0,1600,1661,96,1,2256
good,2,rent,60,30,married,no_rec,fixed,92,170,0,0,1300,1525,85,4,2257
good,20,other,60,62,married,no_rec,others,75,140,0,0,1300,1371,95,3,2258
bad,0,owner,60,38,married,yes_rec,partime,75,120,3500,0,1500,1702,88,2,2259
good,12,owner,60,50,married,no_rec,fixed,60,100,8000,0,1050,1657,63,2,2260
good,15,owner,48,44,married,no_rec,fixed,60,200,3500,200,800,1218,66,8,2261
bad,0,rent,60,41,married,yes_rec,fixed,95,50,7000,4000,1600,1601,100,-3,2262
bad,20,priv,60,40,married,no_rec,fixed,75,83,3000,0,1300,1435,91,0,2263
good,5,owner,60,37,married,yes_rec,freelance,75,75,12000,0,900,1014,89,0,2264
good,18,other,48,50,married,no_rec,freelance,75,62,5000,0,1700,2437,70,-0,2265
good,6,parents,60,24,separated,no_rec,fixed,45,220,3000,0,1600,1700,94,7,2266
good,5,owner,36,46,married,no_rec,freelance,60,100,4000,0,1100,1897,58,1,2267
good,11,rent,24,26,single,no_rec,fixed,59,137,2500,0,350,1158,30,5,2268
good,1,rent,48,27,single,no_rec,fixed,45,97,0,0,850,1000,85,3,2269
good,22,owner,24,46,married,no_rec,fixed,60,100,10500,0,900,1635,55,1,2270
good,2,priv,48,34,married,no_rec,fixed,90,170,6000,0,1280,1879,68,3,2271
bad,6,owner,36,42,married,no_rec,fixed,105,151,48000,0,1635,1635,100,1,2272
bad,0,owner,36,21,single,yes_rec,partime,35,115,2000,0,700,900,78,4,2273
good,15,other,48,60,married,no_rec,fixed,60,153,0,0,450,1188,38,10,2274
bad,0,other,60,42,married,yes_rec,fixed,165,299,0,0,1300,1750,74,6,2275
good,14,rent,60,46,married,no_rec,freelance,67,67,0,0,1500,2250,67,0,2276
bad,6,other,24,23,single,yes_rec,fixed,35,135,0,0,250,250,100,10,2277
good,5,rent,48,29,married,no_rec,fixed,78,177,4000,0,700,960,73,7,2278
bad,2,parents,48,28,separated,no_rec,freelance,35,140,0,0,1000,1100,91,5,2279
good,14,rent,48,43,married,no_rec,fixed,54,85,2000,0,500,800,62,3,2280
good,26,owner,48,42,married,no_rec,fixed,60,95,6500,0,1180,1442,82,1,2281
good,0,parents,36,32,single,no_rec,fixed,35,119,3000,0,1000,1345,74,3,2282
good,29,owner,12,53,married,no_rec,fixed,45,145,27000,0,500,1230,41,2,2283
good,4,rent,48,28,single,no_rec,fixed,45,100,0,0,750,954,79,4,2284
good,4,owner,24,55,married,no_rec,freelance,90,200,4500,0,800,1230,65,3,2285
good,20,owner,6,59,married,no_rec,freelance,60,159,19,0,500,1402,36,1,2286
bad,8,owner,60,40,married,yes_rec,fixed,75,96,4000,1700,2050,2050,100,0,2287
good,1,other,60,20,single,no_rec,fixed,35,85,0,0,850,1618,53,4,2288
bad,20,owner,60,44,married,yes_rec,freelance,75,60,3000,0,1500,1912,78,-1,2289
bad,5,owner,60,39,married,yes_rec,freelance,90,152,6000,0,1250,1600,78,3,2290
good,15,owner,36,55,married,no_rec,freelance,75,70,14000,600,600,850,71,-1,2291
good,2,rent,36,31,single,no_rec,others,35,89,0,0,525,800,66,4,2292
good,7,owner,60,33,married,no_rec,freelance,75,138,4000,0,1400,2035,69,3,2293
good,10,owner,60,41,married,no_rec,fixed,75,187,2500,0,1150,1250,92,6,2294
good,21,other,60,45,widow,no_rec,fixed,45,110,0,0,650,1584,41,6,2295
bad,2,rent,18,38,married,no_rec,partime,90,148,0,0,300,400,75,3,2296
good,0,owner,36,41,married,no_rec,fixed,75,89,5500,0,1000,1670,60,1,2297
good,12,rent,60,36,married,no_rec,fixed,56,106,0,0,1200,1823,66,2,2298
bad,3,parents,48,26,married,no_rec,freelance,35,98,3500,0,150,816,18,20,2299
bad,11,owner,48,34,married,yes_rec,fixed,90,198,4500,0,1650,2165,76,3,2300
bad,2,owner,60,53,married,no_rec,others,60,40,5000,0,850,884,96,-1,2301
good,22,owner,12,45,married,no_rec,fixed,60,100,3000,0,400,1531,26,1,2302
good,7,owner,48,37,married,no_rec,fixed,75,145,6000,0,1250,1650,76,3,2303
bad,2,owner,60,29,married,yes_rec,fixed,60,80,4000,0,1000,1248,80,1,2304
good,20,owner,48,45,married,no_rec,freelance,90,84,30000,0,1100,2500,44,-0,2305
good,7,owner,36,33,married,no_rec,fixed,45,208,4000,0,500,1288,39,12,2306
bad,14,rent,36,43,married,yes_rec,fixed,96,212,0,0,600,750,80,7,2307
good,7,owner,18,40,married,yes_rec,fixed,75,169,4000,400,400,1717,23,4,2308
good,8,priv,48,22,married,no_rec,fixed,45,120,2500,1200,880,882,100,3,2309
good,21,rent,36,42,separated,yes_rec,fixed,53,180,0,0,850,950,89,5,2310
bad,1,rent,48,41,married,no_rec,partime,89,136,0,0,1070,1378,78,2,2311
good,1,owner,12,28,married,no_rec,partime,45,130,18000,2500,400,2575,16,2,2312
good,14,owner,60,35,married,no_rec,fixed,75,205,5000,0,1350,1442,94,6,2313
good,2,other,36,26,married,no_rec,fixed,35,148,4000,0,700,1300,54,6,2314
good,3,parents,60,25,single,no_rec,fixed,35,174,0,0,1000,1252,80,8,2315
good,14,owner,60,54,married,no_rec,fixed,60,90,5000,0,800,1517,53,2,2316
good,3,priv,36,26,married,no_rec,freelance,60,68,5000,90,900,1501,60,0,2317
bad,0,other,36,22,single,no_rec,fixed,35,134,0,0,800,800,100,4,2318
good,10,rent,48,26,single,no_rec,fixed,52,169,2000,0,1000,1242,81,6,2319
bad,2,parents,60,34,single,yes_rec,partime,35,103,0,0,1250,1293,97,3,2320
good,3,rent,48,32,married,no_rec,fixed,57,121,0,0,1200,1952,61,3,2321
bad,10,rent,36,40,married,no_rec,fixed,115,100,0,0,375,375,100,-1,2322
good,1,owner,42,35,married,no_rec,fixed,75,54,6000,0,1000,1900,53,-1,2323
good,22,rent,60,47,married,no_rec,fixed,56,114,0,0,1000,1163,86,3,2324
good,11,owner,60,26,married,no_rec,fixed,45,81,4000,1800,1000,1206,83,1,2325
bad,1,owner,24,51,married,yes_rec,freelance,180,196,65000,0,1500,1753,86,0,2326
good,0,parents,48,31,single,no_rec,partime,35,65,2500,0,1000,1560,64,1,2327
good,17,owner,36,43,married,no_rec,fixed,60,250,9000,0,1000,1204,83,7,2328
good,12,owner,36,45,married,no_rec,fixed,90,90,30000,0,750,1374,55,0,2329
good,10,rent,48,33,married,no_rec,fixed,100,103,0,0,950,1541,62,0,2330
good,10,rent,36,31,married,no_rec,fixed,61,164,5000,0,1000,1440,69,4,2331
good,0,parents,24,29,single,no_rec,others,35,52,0,0,600,1243,48,1,2332
bad,1,other,48,28,married,yes_rec,fixed,60,129,0,0,1300,1608,81,3,2333
good,4,rent,60,25,single,no_rec,fixed,50,150,0,0,1500,2600,58,4,2334
good,1,parents,30,22,single,no_rec,fixed,35,80,4000,0,600,850,71,2,2335
good,11,owner,60,33,widow,no_rec,fixed,45,90,8000,0,850,1105,77,3,2336
good,5,other,60,31,married,no_rec,fixed,75,95,2000,0,1100,1388,79,1,2337
bad,7,parents,60,24,single,no_rec,fixed,35,92,0,0,1618,1618,100,2,2338
good,0,owner,18,39,married,no_rec,fixed,75,47,3500,0,350,1236,28,-1,2339
good,17,owner,36,42,married,no_rec,fixed,45,115,4000,0,700,1631,43,4,2340
good,1,owner,60,49,married,no_rec,partime,60,115,4000,0,1870,2622,71,2,2341
good,20,owner,60,49,married,no_rec,fixed,60,130,4000,0,1100,1738,63,4,2342
good,22,priv,60,36,married,no_rec,fixed,75,190,3500,0,1300,1579,82,5,2343
good,6,owner,48,34,married,no_rec,freelance,90,76,4500,0,1100,1192,92,-1,2344
bad,4,parents,36,22,single,no_rec,fixed,35,58,1000,0,400,525,76,2,2345
good,0,owner,36,65,married,no_rec,others,45,75,5000,0,400,935,43,3,2346
good,7,owner,24,39,married,no_rec,fixed,75,260,10000,0,400,1100,36,11,2347
good,24,owner,24,47,married,no_rec,fixed,75,136,4000,0,435,935,47,3,2348
good,18,parents,60,32,married,no_rec,fixed,75,152,5000,0,1400,1640,85,3,2349
good,0,parents,60,25,married,no_rec,others,45,209,2000,0,900,1436,63,11,2350
good,20,owner,60,41,married,no_rec,fixed,75,186,8000,50,900,1700,53,7,2351
bad,3,parents,60,41,single,yes_rec,fixed,35,90,0,0,949,949,100,3,2352
bad,0,owner,60,23,married,no_rec,fixed,45,120,4000,1000,1200,1476,81,3,2353
good,2,owner,60,29,married,no_rec,fixed,60,110,2000,0,1020,1648,62,3,2354
bad,0,owner,60,39,married,yes_rec,freelance,45,80,6000,0,1100,1131,97,2,2355
good,7,owner,48,42,married,no_rec,fixed,60,132,8000,720,1000,1350,74,3,2356
good,3,owner,24,27,married,no_rec,fixed,45,245,14000,0,500,2070,24,10,2357
good,10,owner,48,34,married,no_rec,freelance,75,200,19000,0,750,1590,47,8,2358
good,3,parents,24,29,single,no_rec,fixed,35,66,0,0,300,525,57,2,2359
bad,9,owner,36,43,married,yes_rec,freelance,75,267,12000,0,1700,1730,98,4,2360
good,30,owner,48,60,married,no_rec,freelance,60,6,16000,0,1200,1636,73,-2,2361
good,3,owner,18,24,married,no_rec,partime,45,185,3500,0,600,925,65,4,2362
good,30,other,60,46,married,no_rec,fixed,60,144,61,0,1350,1478,91,4,2363
bad,15,owner,48,50,married,no_rec,fixed,60,46,5000,0,1800,2417,74,-0,2364
good,10,rent,48,28,married,no_rec,fixed,56,108,0,0,1100,1684,65,2,2365
good,1,rent,24,24,married,no_rec,partime,50,50,0,0,350,400,88,0,2366
good,4,parents,60,23,single,no_rec,fixed,35,80,10000,0,1000,1559,64,3,2367
good,7,owner,12,51,married,no_rec,freelance,75,120,5000,0,250,375,67,2,2368
good,6,parents,36,29,married,no_rec,fixed,105,168,14000,0,650,679,96,3,2369
good,14,owner,60,41,married,no_rec,fixed,75,183,4000,1100,1500,2730,55,4,2370
good,1,parents,60,24,single,no_rec,fixed,35,90,0,0,800,994,80,4,2371
good,25,owner,48,51,married,no_rec,fixed,75,156,3000,0,700,1172,60,6,2372
good,8,owner,36,31,separated,no_rec,fixed,35,102,3000,0,1000,1364,73,2,2373
bad,5,owner,60,26,single,yes_rec,freelance,35,142,5500,3800,950,977,97,4,2374
good,8,owner,54,31,married,no_rec,fixed,75,280,14000,7000,850,1050,81,9,2375
good,20,owner,60,54,married,no_rec,fixed,60,195,15000,0,900,1430,63,9,2376
bad,2,rent,36,23,single,no_rec,fixed,43,79,0,0,900,1000,90,1,2377
good,18,priv,36,45,married,no_rec,fixed,45,220,20000,0,800,1600,50,8,2378
good,10,owner,36,39,married,no_rec,fixed,90,122,3000,0,500,1472,34,2,2379
bad,2,parents,36,39,married,yes_rec,fixed,60,87,0,0,2000,2300,87,0,2380
good,20,parents,48,37,single,no_rec,fixed,35,114,0,0,1200,2472,49,3,2381
bad,20,rent,48,45,single,no_rec,freelance,35,94,0,0,900,1300,69,3,2382
good,7,priv,60,24,single,no_rec,fixed,35,187,4000,2400,1400,1480,95,5,2383
bad,3,owner,60,39,married,no_rec,freelance,75,491,90000,0,4000,6700,60,6,2384
good,22,owner,36,45,married,no_rec,fixed,75,250,10000,0,500,1026,49,13,2385
good,10,rent,60,38,married,yes_rec,fixed,110,204,0,0,1500,1531,98,4,2386
good,20,rent,24,40,married,no_rec,fixed,77,165,0,0,500,1532,33,4,2387
good,20,owner,36,36,married,yes_rec,fixed,75,130,3500,0,1500,2000,75,1,2388
good,2,parents,24,26,single,no_rec,fixed,35,79,0,0,590,894,66,2,2389
good,22,rent,36,51,single,yes_rec,freelance,35,70,0,0,350,950,37,4,2390
good,7,owner,60,34,separated,no_rec,fixed,35,96,8000,0,850,1213,70,4,2391
good,5,owner,60,39,married,no_rec,freelance,75,85,4000,0,1200,1463,82,0,2392
bad,2,rent,48,37,separated,yes_rec,freelance,35,232,0,0,2000,3900,51,5,2393
bad,13,rent,60,50,single,no_rec,fixed,42,66,0,0,800,865,92,2,2394
