status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
bad,2,owner,35,20,single,no_rec,freelance,33,176,76326,28955,726,1298,53,-7,4689
good,9,other,35,32,single,no_rec,fixed,37,126,0,0,951,1652,60,3,4690
good,4,rent,46,36,married,no_rec,fixed,89,159,4933,0,831,990,76,4,4691
good,0,parents,24,24,single,no_rec,partime,36,117,4072,0,1006,1536,64,2,4692
good,7,owner,17,33,married,no_rec,freelance,62,170,4015,0,571,1660,35,3,4693
good,6,rent,59,35,separated,no_rec,fixed,46,117,0,0,1100,1736,67,4,4694
good,3,rent,48,36,separated,no_rec,fixed,59,232,0,0,1316,1654,84,7,4695
good,4,owner,57,24,married,no_rec,freelance,57,243,8864,3458,1260,1284,93,7,4696
bad,0,owner,61,31,married,no_rec,others,57,78,3390,0,1259,1297,87,1,4697
good,5,owner,18,27,married,no_rec,fixed,57,107,2576,1276,450,1455,32,1,4698
bad,11,owner,49,51,married,yes_rec,fixed,47,152,7616,0,1131,2025,55,5,4699
good,4,priv,24,45,married,no_rec,fixed,77,94,3850,0,558,934,60,1,4700
bad,9,parents,59,29,single,yes_rec,fixed,33,91,0,0,969,1103,83,3,4701
good,2,parents,57,27,married,no_rec,fixed,44,193,0,0,1510,1645,91,6,4702
good,0,owner,50,44,married,no_rec,partime,71,72,13687,0,1057,1692,67,0,4703
good,12,owner,61,38,single,no_rec,fixed,45,78,4112,0,1051,1265,81,2,4704
good,2,other,41,25,married,no_rec,fixed,61,194,0,0,1112,1763,61,5,4705
good,13,priv,12,48,married,no_rec,fixed,86,141,2924,486,420,1405,28,1,4706
bad,11,rent,49,41,married,no_rec,fixed,62,139,0,0,1002,1960,50,4,4707
good,14,owner,49,54,married,yes_rec,fixed,44,87,2565,0,971,1173,81,2,4708
good,1,rent,59,26,married,no_rec,partime,59,151,0,0,1062,1763,60,5,4709
bad,0,owner,59,35,married,yes_rec,freelance,76,246,5994,0,1594,1950,91,6,4710
good,10,rent,57,26,married,no_rec,fixed,79,174,0,0,1020,1279,72,6,4711
good,28,parents,25,46,married,no_rec,freelance,92,179,0,0,457,1420,30,5,4712
good,1,owner,37,23,married,no_rec,fixed,43,110,3535,0,1243,1750,75,2,4713
bad,1,rent,47,26,single,no_rec,fixed,45,98,0,0,1428,1905,75,2,4714
bad,0,other,62,28,married,yes_rec,fixed,79,118,0,0,1538,1798,87,2,4715
good,8,owner,59,30,married,no_rec,fixed,79,158,3378,1889,1286,1553,81,3,4716
good,10,owner,25,44,married,no_rec,freelance,116,408,6214,2744,577,1085,58,10,4717
good,4,rent,50,37,married,no_rec,fixed,89,158,0,0,1321,1520,83,2,4718
bad,0,parents,62,28,married,no_rec,freelance,63,118,0,0,1007,1062,91,3,4719
bad,10,owner,62,26,married,no_rec,fixed,47,117,4944,2019,1614,1967,84,2,4720
good,9,rent,57,37,married,no_rec,fixed,86,161,0,0,971,1589,65,4,4721
bad,0,owner,49,27,married,no_rec,freelance,43,184,16482,3594,391,1792,22,13,4722
good,5,rent,25,30,married,no_rec,freelance,47,190,0,0,796,1230,66,5,4723
good,8,owner,38,58,married,no_rec,freelance,46,79,10538,0,485,692,76,2,4724
bad,0,rent,35,27,married,no_rec,partime,81,199,0,0,610,817,77,7,4725
bad,0,other,36,50,married,no_rec,freelance,44,70,0,0,492,1082,47,2,4726
good,20,owner,47,50,married,no_rec,fixed,60,132,3849,0,1131,1284,86,3,4727
good,10,owner,57,34,married,no_rec,fixed,78,212,5199,0,1363,1436,94,6,4728
good,15,owner,34,36,married,no_rec,fixed,76,160,3131,1032,397,1930,22,6,4729
good,1,owner,38,29,married,no_rec,fixed,46,126,2981,1053,1822,2310,79,1,4730
good,24,other,57,48,married,no_rec,fixed,87,233,0,0,832,838,93,10,4731
good,38,owner,50,60,married,no_rec,fixed,44,100,5454,113,665,1233,56,4,4732
good,12,owner,63,45,married,yes_rec,fixed,60,135,3512,0,1389,1779,81,3,4733
good,0,rent,17,33,married,yes_rec,partime,102,84,0,0,299,468,64,-1,4734
good,1,owner,61,29,married,no_rec,fixed,57,132,7141,0,957,1656,62,5,4735
good,16,owner,61,33,married,no_rec,fixed,73,192,4948,2424,1625,1712,92,4,4736
good,18,rent,43,33,married,no_rec,fixed,77,149,0,0,761,1739,46,4,4737
good,0,parents,49,25,single,no_rec,partime,46,73,0,0,1611,1589,100,1,4738
good,2,owner,57,26,married,no_rec,freelance,47,201,5802,1537,1545,1781,89,5,4739
good,1,parents,13,25,single,no_rec,fixed,36,126,0,0,302,1056,29,4,4740
bad,5,rent,50,32,separated,yes_rec,partime,41,43,0,0,1300,1680,85,0,4741
good,11,owner,49,34,married,no_rec,fixed,45,121,5798,0,351,1465,23,12,4742
good,15,owner,57,46,married,no_rec,fixed,117,251,18816,0,444,948,49,17,4743
good,2,parents,24,31,married,no_rec,partime,44,56,0,0,489,955,50,1,4744
bad,2,rent,38,30,married,no_rec,fixed,86,98,0,0,2154,2408,96,0,4745
good,12,owner,58,29,married,no_rec,fixed,60,106,3465,0,1133,1399,89,2,4746
good,3,other,46,22,single,no_rec,freelance,58,103,5036,0,1263,1849,74,2,4747
good,15,owner,60,38,married,yes_rec,freelance,76,1,15977,0,1145,1810,65,-4,4748
good,1,parents,46,27,single,no_rec,freelance,37,519,0,0,1276,1636,84,17,4749
bad,8,rent,63,40,separated,no_rec,fixed,70,104,0,0,1308,1476,83,1,4750
bad,1,owner,63,55,single,no_rec,fixed,33,148,5799,0,1515,1689,88,4,4751
bad,1,parents,57,25,single,no_rec,partime,36,110,0,0,1411,1429,102,3,4752
bad,0,owner,46,36,married,no_rec,freelance,92,39,2856,0,1085,1283,84,-2,4753
bad,1,rent,38,25,married,no_rec,partime,66,69,0,0,802,880,96,0,4754
bad,3,rent,59,38,married,yes_rec,partime,73,123,0,0,1007,1127,88,3,4755
good,18,owner,57,38,married,no_rec,fixed,44,81,2918,0,1560,1861,79,2,4756
bad,0,owner,60,43,divorced,yes_rec,fixed,58,58,3800,3516,1427,1625,85,-1,4757
good,1,owner,38,35,single,no_rec,fixed,33,347,17724,0,2005,3041,70,6,4758
good,0,parents,34,25,married,no_rec,partime,61,140,0,0,1006,1464,70,3,4759
good,10,owner,23,61,married,no_rec,freelance,60,110,16976,0,810,1405,54,1,4760
good,2,owner,58,39,married,no_rec,fixed,92,155,7795,449,1215,1679,72,3,4761
good,4,owner,24,22,single,no_rec,fixed,35,77,4080,0,1019,1696,60,1,4762
bad,7,parents,62,40,married,no_rec,fixed,88,97,7685,0,1275,1574,83,0,4763
good,10,owner,34,27,married,no_rec,fixed,43,140,6178,0,970,1315,80,3,4764
bad,4,priv,60,31,married,yes_rec,fixed,57,71,1520,0,901,843,95,1,4765
good,4,owner,48,22,single,no_rec,fixed,45,112,13968,0,1255,1364,92,3,4766
bad,1,owner,63,58,married,no_rec,others,45,31,6253,0,1050,1009,99,-1,4767
good,7,parents,29,32,married,no_rec,fixed,79,156,3910,120,851,2330,38,3,4768
good,29,owner,23,44,married,no_rec,fixed,76,170,5118,0,597,1146,51,4,4769
good,3,owner,37,37,married,no_rec,fixed,75,88,2968,141,497,832,62,1,4770
bad,1,owner,58,23,married,no_rec,fixed,45,208,6209,3111,1381,1622,80,5,4771
good,5,owner,47,39,married,no_rec,fixed,91,285,25548,962,1764,2246,76,5,4772
good,16,owner,49,40,married,no_rec,freelance,73,241,6696,965,1633,2016,81,5,4773
bad,1,rent,46,35,separated,yes_rec,fixed,47,114,0,0,919,1315,70,3,4774
bad,5,owner,57,46,married,no_rec,freelance,43,63,3922,0,1425,1926,80,1,4775
good,2,rent,35,38,married,no_rec,freelance,93,200,4810,0,790,1156,66,5,4776
bad,0,rent,46,39,married,yes_rec,partime,115,306,8270,1941,1435,3033,51,5,4777
bad,19,owner,59,53,married,no_rec,freelance,71,103,9636,0,932,1030,82,2,4778
good,2,owner,50,32,married,no_rec,fixed,72,143,1975,80,460,1665,29,7,4779
good,21,owner,48,43,married,no_rec,fixed,44,205,10953,0,973,1622,62,8,4780
bad,1,rent,57,25,married,no_rec,freelance,46,54,0,0,984,1284,79,1,4781
good,14,priv,61,28,married,no_rec,fixed,62,140,3838,1724,393,1300,28,9,4782
bad,5,parents,48,26,single,no_rec,fixed,36,82,0,0,1027,1130,83,2,4783
good,15,owner,63,37,married,no_rec,fixed,62,83,3657,0,734,1757,40,2,4784
good,12,owner,61,38,married,no_rec,freelance,57,82,5720,0,1255,1815,70,1,4785
good,25,rent,42,60,married,no_rec,fixed,58,115,0,0,748,865,88,4,4786
good,21,owner,38,41,married,no_rec,freelance,89,258,13874,0,1912,2187,84,3,4787
good,6,owner,50,31,married,no_rec,freelance,47,78,3328,0,1090,1564,74,1,4788
good,2,parents,50,34,single,no_rec,fixed,43,155,4191,0,1504,1684,86,4,4789
good,1,rent,50,43,married,no_rec,fixed,98,186,0,0,1309,1910,72,3,4790
bad,6,parents,58,39,married,no_rec,fixed,47,79,0,0,1135,1791,63,2,4791
bad,0,parents,34,20,single,yes_rec,fixed,37,71,0,0,666,797,86,2,4792
good,19,owner,17,38,married,no_rec,fixed,75,215,3353,0,807,1706,47,3,4793
good,0,owner,24,38,married,no_rec,others,33,57,10336,0,623,957,64,1,4794
good,5,owner,61,41,married,no_rec,fixed,74,105,5160,0,1016,1751,57,2,4795
bad,6,priv,34,29,single,no_rec,partime,33,66,1567,0,500,538,90,2,4796
good,2,parents,23,18,single,no_rec,partime,35,52,50335,0,910,1522,61,0,4797
good,19,rent,60,50,married,no_rec,fixed,56,124,0,0,838,1276,66,5,4798
bad,1,owner,60,40,married,no_rec,freelance,62,89,5991,3079,821,1100,74,0,4799
good,0,owner,12,49,widow,no_rec,freelance,63,133,20060,0,1778,2194,74,0,4800
bad,0,owner,60,49,married,no_rec,freelance,62,187,3475,0,1678,1880,87,5,4801
good,4,rent,56,28,married,no_rec,fixed,74,142,0,0,929,1168,83,4,4802
good,10,parents,57,39,married,no_rec,fixed,71,99,0,0,1117,1224,89,1,4803
bad,1,parents,47,24,single,no_rec,partime,34,49,0,0,995,1041,99,1,4804
good,0,owner,32,54,married,no_rec,freelance,60,162,6130,0,513,642,78,6,4805
good,1,ignore,23,26,married,no_rec,partime,58,129,4167,0,394,1237,32,4,4806
bad,10,owner,38,42,married,no_rec,freelance,63,185,4440,0,1045,1886,50,5,4807
good,39,owner,46,62,married,no_rec,freelance,76,189,4887,0,1182,1333,90,4,4808
bad,0,other,60,32,married,no_rec,fixed,78,155,0,0,1346,1355,96,4,4809
good,6,other,38,35,married,no_rec,fixed,63,154,0,0,552,677,76,7,4810
good,5,parents,46,23,single,no_rec,fixed,35,71,27231,0,1363,1551,88,1,4811
bad,0,other,61,32,married,yes_rec,fixed,61,211,0,0,1690,2329,72,5,4812
good,10,priv,37,42,married,no_rec,freelance,75,81,7622,0,918,973,99,0,4813
good,10,owner,50,42,married,no_rec,fixed,73,179,3371,1205,677,1689,43,6,4814
good,16,owner,25,56,married,no_rec,fixed,74,135,3984,0,405,1230,35,3,4815
bad,0,owner,62,34,married,no_rec,partime,46,124,4656,0,1274,1473,88,4,4816
bad,10,rent,57,38,married,no_rec,fixed,81,93,4091,839,1139,1311,78,0,4817
bad,9,other,59,34,married,no_rec,fixed,62,73,0,0,1562,1505,93,0,4818
good,19,rent,61,40,married,no_rec,fixed,89,119,0,0,1493,1637,95,2,4819
good,8,rent,37,32,married,no_rec,fixed,77,183,0,0,1007,1192,81,3,4820
good,10,rent,50,53,married,no_rec,freelance,89,114,0,0,1036,999,100,1,4821
good,20,owner,36,44,married,no_rec,fixed,60,78,3064,0,611,705,90,1,4822
good,0,owner,34,65,married,no_rec,others,47,77,5066,0,444,1189,40,2,4823
bad,6,parents,60,36,married,no_rec,freelance,106,162,0,0,464,1418,30,7,4824
good,2,priv,63,34,married,no_rec,fixed,57,180,7926,4008,1252,1389,94,4,4825
good,13,owner,46,49,married,no_rec,partime,45,82,4113,0,833,1265,67,2,4826
good,0,owner,50,49,married,no_rec,freelance,100,282,20328,0,764,1193,72,10,4827
good,9,rent,37,33,single,no_rec,fixed,47,143,0,0,815,1067,79,4,4828
bad,13,other,36,35,married,no_rec,fixed,78,68,0,0,458,466,100,0,4829
bad,0,rent,50,31,married,no_rec,partime,57,156,0,0,1279,1602,78,3,4830
good,3,rent,58,42,married,no_rec,freelance,77,136,1911,0,825,1021,83,5,4831
good,2,other,62,24,single,no_rec,fixed,45,182,7622,0,1490,1466,93,5,4832
bad,19,owner,61,51,married,yes_rec,freelance,44,131,2915,0,1435,1672,99,3,4833
good,8,parents,47,27,single,no_rec,fixed,36,77,0,0,482,1761,28,4,4834
bad,1,owner,46,43,divorced,no_rec,fixed,35,204,6272,1466,1717,1718,96,5,4835
good,33,owner,35,60,married,no_rec,freelance,57,124,6128,0,514,1344,37,5,4836
bad,1,owner,47,26,married,no_rec,freelance,78,186,1523,0,1381,1632,93,3,4837
bad,10,rent,46,35,married,no_rec,fixed,87,75,0,0,1190,1192,97,0,4838
good,4,owner,63,30,married,yes_rec,fixed,73,181,8165,0,1158,1400,83,6,4839
good,2,parents,62,27,single,no_rec,fixed,37,120,0,0,967,1784,57,5,4840
good,11,other,12,42,single,no_rec,fixed,34,128,0,0,991,1363,79,1,4841
good,8,owner,49,27,married,no_rec,freelance,88,108,3140,756,1258,1392,82,1,4842
good,5,parents,61,22,single,no_rec,fixed,37,60,0,0,1107,1184,98,1,4843
bad,0,rent,34,23,single,no_rec,partime,46,86,0,0,387,598,64,4,4844
good,17,owner,60,31,married,no_rec,fixed,45,128,4900,0,961,1236,81,5,4845
bad,4,rent,50,26,single,no_rec,freelance,52,143,0,0,1143,1327,79,4,4846
bad,1,priv,57,31,married,no_rec,freelance,71,126,1247,0,1196,1615,69,3,4847
bad,10,priv,61,42,married,no_rec,fixed,92,106,4436,1459,771,930,82,0,4848
bad,0,owner,49,40,married,yes_rec,partime,43,130,3474,0,1009,1529,59,4,4849
good,42,other,25,60,married,no_rec,fixed,63,180,0,0,501,1713,33,6,4850
bad,0,owner,38,32,married,no_rec,others,73,71,3935,0,515,1130,44,0,4851
good,1,rent,6,25,single,no_rec,fixed,47,107,0,0,210,583,34,2,4852
bad,0,parents,36,40,married,yes_rec,freelance,77,130,10872,0,2579,3217,75,1,4853
good,2,parents,61,25,single,no_rec,fixed,37,91,0,0,1236,1846,75,3,4854
good,2,owner,48,34,married,no_rec,fixed,76,105,6725,1960,974,1276,83,0,4855
good,1,rent,37,28,single,no_rec,fixed,56,188,0,0,1258,1555,78,4,4856
good,4,owner,57,25,married,no_rec,fixed,43,158,4087,1191,942,1053,93,6,4857
good,1,rent,37,30,married,no_rec,freelance,54,83,0,0,491,1696,28,2,4858
good,13,owner,36,39,married,no_rec,fixed,79,193,5235,0,1020,1139,87,4,4859
bad,0,other,60,47,single,no_rec,fixed,37,152,0,0,1382,1520,89,5,4860
good,7,owner,35,24,married,no_rec,fixed,46,90,2861,0,972,1635,60,2,4861
good,12,parents,38,33,married,no_rec,fixed,58,164,3114,1012,677,1114,64,5,4862
bad,2,other,57,37,married,no_rec,fixed,72,117,0,0,1418,1370,104,2,4863
good,17,owner,46,41,married,no_rec,fixed,94,459,8167,1742,1032,3252,31,17,4864
bad,14,rent,57,65,married,no_rec,fixed,73,123,0,0,1410,1501,98,2,4865
bad,0,rent,34,19,single,no_rec,partime,41,48,0,0,522,487,98,1,4866
good,19,owner,37,44,married,no_rec,freelance,73,72,6730,0,1015,2449,41,0,4867
bad,0,parents,37,26,single,no_rec,partime,34,68,3428,358,375,510,75,3,4868
good,6,rent,35,23,married,no_rec,fixed,67,217,0,0,1047,1084,96,5,4869
good,10,owner,57,37,married,yes_rec,fixed,91,191,11750,0,1565,2577,58,4,4870
good,6,parents,49,28,single,no_rec,freelance,35,56,6852,0,734,1070,69,1,4871
good,13,rent,57,36,married,no_rec,fixed,92,203,3555,0,1411,1690,84,5,4872
good,3,rent,50,29,married,no_rec,fixed,60,131,0,0,801,930,89,5,4873
good,2,parents,47,27,single,no_rec,fixed,37,79,0,0,672,1325,45,3,4874
good,13,rent,57,42,single,no_rec,fixed,45,97,0,0,932,1359,66,3,4875
good,23,owner,49,58,married,no_rec,fixed,35,78,2872,0,1121,1293,88,2,4876
good,3,parents,36,22,single,no_rec,fixed,35,64,0,0,1008,1591,64,1,4877
good,2,owner,30,39,married,no_rec,fixed,78,156,11386,0,1343,1266,95,2,4878
good,28,owner,24,59,married,no_rec,freelance,45,38,17499,0,395,488,78,0,4879
good,15,owner,57,39,married,yes_rec,fixed,58,118,3149,0,814,1434,57,4,4880
good,2,rent,48,33,married,no_rec,fixed,64,70,0,0,957,1290,76,0,4881
good,2,other,35,23,married,no_rec,fixed,63,101,0,0,923,1526,58,2,4882
good,10,owner,60,28,married,no_rec,fixed,58,125,2512,0,1102,1175,91,4,4883
good,8,owner,24,34,married,yes_rec,freelance,71,186,12237,0,1038,2161,43,3,4884
good,37,parents,36,55,married,no_rec,fixed,62,228,0,0,1440,1592,96,4,4885
bad,6,rent,47,35,married,no_rec,fixed,75,172,0,0,892,913,99,5,4886
bad,4,rent,36,26,separated,no_rec,fixed,49,121,0,0,1337,1753,73,2,4887
good,10,owner,23,32,married,no_rec,freelance,45,235,24797,0,1290,2153,64,3,4888
good,5,rent,35,62,married,no_rec,others,50,55,3114,0,562,688,75,0,4889
bad,4,rent,50,26,single,no_rec,fixed,45,129,0,0,1464,1670,84,2,4890
good,9,owner,50,22,single,no_rec,fixed,37,118,7190,0,766,1140,76,5,4891
bad,1,parents,37,28,married,yes_rec,fixed,61,100,4128,0,518,595,78,3,4892
good,7,other,46,42,married,yes_rec,fixed,73,164,0,0,1369,1471,85,3,4893
bad,2,owner,57,27,married,yes_rec,fixed,58,121,4078,798,2154,2969,75,1,4894
good,11,owner,48,48,married,no_rec,fixed,44,299,12216,0,475,583,80,23,4895
good,7,priv,13,32,single,no_rec,freelance,37,65,2949,0,591,655,86,1,4896
bad,13,rent,58,47,married,no_rec,freelance,46,25,0,0,1658,2234,81,-1,4897
bad,2,other,49,30,married,no_rec,fixed,77,98,5928,2999,1149,1536,79,0,4898
good,1,owner,35,18,single,no_rec,fixed,43,103,3848,0,194,1292,15,10,4899
bad,1,rent,48,37,married,no_rec,fixed,84,57,1469,0,1345,1375,89,-1,4900
bad,0,rent,48,36,married,no_rec,partime,63,151,0,0,1845,2181,88,2,4901
good,8,owner,48,53,married,no_rec,fixed,63,105,3426,0,1004,1817,50,2,4902
good,19,rent,34,59,married,no_rec,freelance,100,111,0,0,452,477,94,1,4903
good,2,parents,47,20,single,no_rec,fixed,37,310,106,0,777,1366,58,17,4904
good,0,owner,25,28,married,no_rec,partime,43,208,6093,0,616,929,65,7,4905
good,7,owner,63,25,married,no_rec,fixed,58,105,3376,1535,1419,1364,103,1,4906
good,0,owner,50,39,married,no_rec,freelance,63,112,18776,1692,808,1044,79,2,4907
good,2,parents,32,23,single,no_rec,fixed,35,63,0,0,572,1076,56,1,4908
bad,8,rent,24,46,married,no_rec,fixed,70,82,40831,0,1305,1426,97,0,4909
good,4,parents,36,27,single,no_rec,fixed,36,73,0,0,700,927,69,2,4910
bad,16,owner,59,58,married,yes_rec,fixed,60,111,6221,0,1458,1603,93,2,4911
good,25,rent,25,46,separated,no_rec,freelance,56,182,97630,0,1835,3052,65,2,4912
bad,0,parents,58,19,single,no_rec,fixed,34,118,5614,1210,1205,1334,84,4,4913
good,29,owner,35,50,married,no_rec,fixed,46,87,27866,0,591,1705,34,3,4914
good,0,owner,57,24,married,no_rec,freelance,61,102,5700,962,1098,1624,64,2,4915
good,17,parents,36,41,married,no_rec,fixed,71,205,0,0,967,2405,44,4,4916
bad,2,owner,57,36,married,yes_rec,fixed,79,73,3528,513,1635,1923,90,0,4917
good,1,owner,37,33,married,no_rec,fixed,47,201,7606,298,1513,1520,95,3,4918
good,32,owner,31,58,married,no_rec,fixed,60,325,3812,0,705,1050,69,11,4919
good,6,parents,60,39,single,no_rec,fixed,35,202,0,0,1249,1784,64,9,4920
good,10,owner,47,50,married,no_rec,freelance,58,41,12581,0,968,1311,73,-1,4921
good,28,owner,62,64,married,no_rec,freelance,45,257,76955,0,1681,2328,71,7,4922
good,1,parents,61,23,single,no_rec,fixed,35,105,3446,0,1329,1582,87,3,4923
good,24,owner,37,61,single,no_rec,freelance,37,19,5605,1463,428,1195,36,-3,4924
good,7,priv,34,24,single,no_rec,freelance,35,132,7215,0,1375,1462,99,3,4925
bad,4,rent,36,33,married,no_rec,fixed,71,96,0,0,941,1169,77,1,4926
good,0,owner,47,27,single,no_rec,fixed,35,106,1918,0,1029,1358,79,3,4927
bad,0,owner,62,62,married,no_rec,others,43,68,9720,0,1453,1831,86,1,4928
good,28,rent,37,62,married,no_rec,freelance,51,52,24163,0,1041,1250,81,0,4929
good,13,parents,35,38,separated,no_rec,fixed,45,123,0,0,513,623,81,6,4930
good,3,owner,57,28,married,no_rec,fixed,76,117,4188,0,1333,1658,86,2,4931
good,0,other,37,19,single,no_rec,partime,47,149,0,0,458,491,87,8,4932
good,21,rent,62,62,married,no_rec,fixed,79,206,0,0,1492,1537,101,5,4933
good,5,rent,62,29,married,no_rec,fixed,88,109,0,0,859,1640,47,2,4934
good,4,parents,49,20,single,no_rec,fixed,33,89,25373,0,1154,1231,96,2,4935
good,0,other,48,22,single,no_rec,fixed,35,63,0,0,964,1347,78,1,4936
good,7,parents,61,26,single,no_rec,freelance,36,41,0,0,976,1750,62,0,4937
bad,10,owner,62,57,married,no_rec,fixed,60,154,4932,0,1527,1825,82,4,4938
good,1,parents,62,25,single,no_rec,fixed,33,88,0,0,967,1286,73,3,4939
bad,0,rent,36,23,married,no_rec,partime,81,58,0,0,453,459,98,-2,4940
good,0,owner,62,45,married,no_rec,fixed,77,101,6635,0,1040,1097,87,1,4941
good,2,rent,34,42,single,no_rec,fixed,43,108,0,0,769,878,91,3,4942
good,13,owner,34,43,married,no_rec,freelance,60,132,15424,0,982,1558,66,3,4943
good,20,owner,13,48,married,no_rec,freelance,63,523,10162,0,996,2942,32,5,4944
good,0,owner,63,24,married,no_rec,freelance,47,125,2466,0,1550,1746,80,3,4945
good,2,rent,25,26,single,no_rec,freelance,54,190,0,0,577,1065,56,6,4946
bad,0,other,61,43,married,no_rec,freelance,78,146,7311,0,1398,1477,94,3,4947
bad,0,rent,24,23,married,yes_rec,fixed,81,79,0,0,410,571,69,0,4948
good,3,parents,58,20,single,no_rec,fixed,37,222,0,0,1082,1443,78,10,4949
bad,2,priv,58,36,married,no_rec,fixed,74,125,3053,30,904,962,94,4,4950
bad,2,rent,57,34,married,no_rec,fixed,80,196,0,0,1418,1344,100,5,4951
bad,3,parents,46,24,single,no_rec,freelance,34,187,0,0,1083,1377,80,6,4952
good,0,owner,38,31,married,no_rec,freelance,88,88,16700,0,719,885,80,0,4953
good,0,owner,57,23,married,no_rec,others,60,45,2880,0,828,871,92,-1,4954
good,10,rent,63,27,married,no_rec,fixed,74,326,17,2898,2269,2209,98,6,4955
bad,13,rent,58,35,married,no_rec,freelance,88,89,0,0,1274,1802,68,0,4956
good,5,rent,37,39,married,yes_rec,fixed,105,259,0,0,1442,3870,35,4,4957
bad,3,other,62,22,single,no_rec,fixed,34,151,0,0,1386,1703,87,5,4958
bad,0,rent,58,19,single,no_rec,fixed,36,36,0,0,1207,1572,76,0,4959
good,16,rent,46,35,married,no_rec,fixed,57,109,0,0,984,1311,75,2,4960
bad,8,other,35,32,married,yes_rec,freelance,75,98,4067,1409,1163,1737,70,0,4961
good,10,owner,25,43,separated,no_rec,fixed,36,79,13738,0,201,292,67,5,4962
bad,10,other,37,43,married,yes_rec,freelance,79,162,0,0,1246,2296,58,2,4963
good,15,owner,60,37,separated,no_rec,freelance,46,55,6749,0,1435,2245,64,0,4964
bad,0,other,61,26,single,no_rec,fixed,33,148,0,0,1474,1651,94,5,4965
good,8,other,50,25,married,no_rec,fixed,45,59,0,0,808,1179,66,1,4966
good,16,owner,46,41,married,no_rec,fixed,76,253,5549,0,1148,1648,66,8,4967
good,38,owner,60,55,widow,no_rec,fixed,35,301,10156,0,1240,1726,75,12,4968
good,7,rent,47,59,married,no_rec,fixed,86,221,2970,0,1215,1532,78,6,4969
bad,0,rent,34,30,married,no_rec,freelance,89,279,0,0,1003,1320,77,7,4970
good,1,parents,60,29,married,no_rec,fixed,71,108,10200,0,677,1603,43,3,4971
bad,8,parents,49,30,single,yes_rec,freelance,34,219,0,0,1161,1131,105,7,4972
good,9,owner,35,23,married,no_rec,fixed,43,162,3992,2089,447,1453,33,8,4973
good,1,priv,11,35,married,yes_rec,fixed,94,64,3130,0,441,1257,36,-1,4974
good,14,owner,58,42,married,no_rec,freelance,93,220,8984,0,1513,1978,75,5,4975
good,2,parents,34,21,single,no_rec,partime,36,110,0,0,285,471,63,8,4976
good,10,priv,34,62,married,no_rec,fixed,77,136,25852,0,335,403,91,6,4977
good,5,parents,38,48,married,no_rec,others,89,148,0,0,1045,1262,80,2,4978
good,2,parents,49,40,separated,no_rec,fixed,37,157,0,0,550,2404,23,11,4979
good,11,owner,34,47,married,no_rec,fixed,45,121,4774,0,1067,1608,68,3,4980
good,0,owner,60,30,widow,no_rec,freelance,35,208,4101,0,940,994,88,10,4981
good,5,owner,17,30,married,no_rec,fixed,44,144,5712,3025,442,1650,28,3,4982
good,8,owner,46,61,married,no_rec,fixed,43,111,8082,0,587,765,72,5,4983
bad,1,other,49,34,separated,yes_rec,fixed,34,131,0,0,1291,1647,73,3,4984
bad,6,rent,60,29,married,no_rec,fixed,54,87,0,0,1711,1656,102,1,4985
bad,0,other,59,23,single,no_rec,partime,35,57,0,0,1383,1418,94,1,4986
good,21,owner,13,54,married,no_rec,freelance,60,205,8901,0,387,1158,31,4,4987
good,2,owner,61,29,married,no_rec,fixed,63,115,4355,806,1470,1542,96,2,4988
good,7,priv,59,29,married,no_rec,fixed,61,51,3568,505,1045,1338,78,-1,4989
good,21,rent,59,53,married,no_rec,fixed,54,111,0,0,1330,1372,94,3,4990
good,15,owner,34,47,married,no_rec,fixed,73,148,13347,0,2795,3533,73,1,4991
bad,3,parents,13,27,single,no_rec,fixed,37,114,3598,0,983,1764,56,1,4992
good,6,owner,6,51,married,yes_rec,freelance,78,105,28818,0,611,1277,47,0,4993
bad,13,owner,57,53,married,no_rec,fixed,43,140,8755,0,1431,1495,100,4,4994
good,6,owner,47,56,married,no_rec,freelance,47,88,3623,0,887,1273,73,2,4995
good,0,owner,60,26,married,no_rec,fixed,45,151,3610,0,1346,1442,92,5,4996
good,2,parents,46,18,single,no_rec,partime,34,86,0,0,919,1085,85,3,4997
bad,3,owner,24,57,married,no_rec,freelance,86,52,15490,0,2732,3070,93,0,4998
bad,0,rent,58,33,married,no_rec,freelance,73,101,4182,964,1230,1335,94,1,4999
bad,1,rent,62,33,married,no_rec,partime,85,253,5212,0,1761,1833,93,6,5000
bad,1,rent,47,34,married,no_rec,partime,98,113,0,0,1616,1829,83,0,5001
good,2,rent,63,30,single,no_rec,fixed,47,126,0,0,1145,1119,102,4,5002
good,0,parents,23,22,single,no_rec,others,34,326,288254,0,1271,1362,101,5,5003
good,8,parents,34,26,single,no_rec,freelance,34,54,8980,2548,434,703,64,-1,5004
good,4,other,63,27,married,no_rec,fixed,60,147,0,0,1149,1628,73,4,5005
good,6,ignore,24,31,single,no_rec,fixed,37,246,8357,0,1009,2398,40,5,5006
bad,0,rent,58,36,married,no_rec,others,74,182,672,0,1754,2323,77,3,5007
good,0,priv,47,46,married,no_rec,fixed,72,186,2889,100,969,1476,68,6,5008
good,26,owner,37,50,married,no_rec,freelance,86,201,74333,0,858,1126,76,5,5009
