title,movie_id,budget,genres,homepage,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline
Coming Home,3673,0,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 181962, ""name"": ""labor camp""}]",zh,归来,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,6.017273,"[{""name"": ""LeVision Pictures"", ""id"": 20966}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",16-05,0,111,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,NA
Spaced Invaders,2520,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",NA,"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 177349, ""name"": ""greedy developer""}]",en,Spaced Invaders,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",1.586598,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27-04,15369573,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Torn Curtain,491,3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 2106, ""name"": ""cold war""}, {""id"": 156026, ""name"": ""east germany""}]",en,Torn Curtain,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,7.924982,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-07,13e6,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It tears you apart with suspense!
Trippin',4113,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 10266, ""name"": ""prom""}]",en,Trippin',"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.",0.185373,"[{""name"": ""Beacon Communications"", ""id"": 919}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-05,9016377,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's a legend in his own mind.
Woman Thou Art Loosed,725,3000000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 10183, ""name"": ""independent film""}]",en,Woman Thou Art Loosed,"An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.",0.019984,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-09,6804016,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Whipped,4482,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 33451, ""name"": ""masturbation""}]",en,Whipped,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",2.144354,"[{""name"": ""Hi-Rez Films"", ""id"": 48357}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-09,0,82,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never underestimate the power of a woman.
Basquiat,459,2962051,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",NA,"[{""id"": 242, ""name"": ""new york""}, {""id"": 572, ""name"": ""sex""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 2815, ""name"": ""graffiti""}, {""id"": 2816, ""name"": ""street art""}, {""id"": 2818, ""name"": ""vernissage""}, {""id"": 2819, ""name"": ""exhibit""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33648, ""name"": ""celebration""}]",en,Basquiat,"Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980’s New York.",3.636634,"[{""name"": ""Miramax"", ""id"": 53009}, {""name"": ""Eleventh Street Production"", ""id"": 93380}, {""name"": ""Jon Kilik"", ""id"": 93381}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-08,3011195,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History."
Happiness,424,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 156455, ""name"": ""unhappiness""}]",en,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",10.757539,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Good Machine"", ""id"": 10565}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-10,2807390,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Finding happiness can be a tragic comedy.
Point Blank,4334,2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 3859, ""name"": ""alcatraz""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10291, ""name"": ""organized crime""}]",en,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",5.164423,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Winkler Films"", ""id"": 8880}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-08,32e5,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.
The Wizard of Oz,1184,2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://thewizardofoz.warnerbros.com/,"[{""id"": 616, ""name"": ""witch""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4639, ""name"": ""crow""}, {""id"": 6027, ""name"": ""music""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 11409, ""name"": ""imaginary land""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 191616, ""name"": ""sepia color""}]",en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-08,33754967,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"We're off to see the Wizard, the wonderful Wizard of Oz!"
Riding Giants,2899,2600000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.sonyclassics.com/ridinggiants/,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 387, ""name"": ""california""}, {""id"": 658, ""name"": ""sea""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1524, ""name"": ""surfer""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 1669, ""name"": ""wave""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 1672, ""name"": ""lifestyle""}, {""id"": 2006, ""name"": ""extremsport""}]",en,Riding Giants,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,0.895946,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-07,3166e3,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Singin' in the Rain,2360,2540800,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 3177, ""name"": ""fan""}, {""id"": 3748, ""name"": ""morning""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6494, ""name"": ""talkie""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 164090, ""name"": ""audience""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 164628, ""name"": ""diction coach""}, {""id"": 164636, ""name"": ""pearl necklace""}, {""id"": 164641, ""name"": ""flapper""}]",en,Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",36.556954,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-04,72e5,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What a Glorious Feeling!
Halloween III: Season of the Witch,2116,2500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",NA,"[{""id"": 1004, ""name"": ""commercial""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 1805, ""name"": ""curfew""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 34079, ""name"": ""death""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 207031, ""name"": ""stonehenge""}]",en,Halloween III: Season of the Witch,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a strange mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.",12.030456,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-10,144e5,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,...and now the earth will run with blood again!
Garden State,3917,2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www2.foxsearchlight.com/gardenstate/,"[{""id"": 586, ""name"": ""new jersey""}, {""id"": 856, ""name"": ""paraplegic""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1740, ""name"": ""pop culture""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 1942, ""name"": ""strangeness""}, {""id"": 1944, ""name"": ""epilepsy""}, {""id"": 1945, ""name"": ""lethargy""}, {""id"": 1947, ""name"": ""answering machine""}, {""id"": 2467, ""name"": ""difficult childhood""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 158741, ""name"": ""grave digger""}]",en,Garden State,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",30.583959,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Large's Ark Productions"", ""id"": 11729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-07,26781723,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Saving Face,1998,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 9833, ""name"": ""lesbian relationship""}, {""id"": 158718, ""name"": ""lgbt""}, {""id"": 187056, ""name"": ""woman director""}]",en,Saving Face,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,2.487255,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-09,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,"A romantic comedy about right, wrong and everything in between."
The Calling,2600,0,"[{""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 14676, ""name"": ""series of murders""}]",en,The Calling,Detective Hazel Micallef hasn't had much to worry about in the sleepy town of Port Dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling.,5.759493,"[{""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Manis Film"", ""id"": 21882}, {""name"": ""Breaking Ball Films"", ""id"": 29098}, {""name"": ""Stage 6 Films"", ""id"": 29099}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-08,0,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pray for the Prey
Eden,4297,2300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 2041, ""name"": ""island""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 14541, ""name"": ""crash""}, {""id"": 34051, ""name"": ""team""}]",en,Eden,"After their plane crashes off the coast of a deserted Pacific island, the surviving members of an American soccer team find themselves in the most dire of circumstances with limited resources, dwindling food supply and no rescue coming any time soon.  Team spirit evaporates as disagreements cause the group to separate into factions - a violent one lead by an unbalanced ruler, and a compassionate one led by a selfless player.",2.713171,"[{""name"": ""Ombra Films"", ""id"": 23513}, {""name"": ""Perlapartment Pictures"", ""id"": 63628}, {""name"": ""Gobsmack"", ""id"": 63629}, {""name"": ""H&H Creative Ventures"", ""id"": 63630}]","[{""iso_3166_1"": ""MY"", ""name"": ""Malaysia""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-10,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survive at any cost.
The Hustler,2848,2000000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 2348, ""name"": ""hustler""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10594, ""name"": ""money""}, {""id"": 18249, ""name"": ""game""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 199050, ""name"": ""player""}]",en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,17.639478,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Rossen Films"", ""id"": 22820}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-09,76e5,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.
Thirteen,1305,2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 1332, ""name"": ""cheating""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10049, ""name"": ""teen angst""}, {""id"": 11696, ""name"": ""underage drinking""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 34130, ""name"": ""makeover""}, {""id"": 41352, ""name"": ""drug overdose""}, {""id"": 41355, ""name"": ""teacher student relationship""}, {""id"": 156196, ""name"": ""street life""}, {""id"": 158020, ""name"": ""movie theater""}, {""id"": 175233, ""name"": ""razor blade""}, {""id"": 176780, ""name"": ""tattoo shop""}, {""id"": 178444, ""name"": ""peer pressure""}, {""id"": 178448, ""name"": ""shoe store""}, {""id"": 178452, ""name"": ""overachiever""}, {""id"": 178471, ""name"": ""reference to jack black""}, {""id"": 178474, ""name"": ""flunking out of school""}, {""id"": 178475, ""name"": ""promiscuous mother""}, {""id"": 178482, ""name"": ""glue sniffing""}, {""id"": 187056, ""name"": ""woman director""}]",en,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",20.331593,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Sound for Film"", ""id"": 1143}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Antidote Films (I)"", ""id"": 23912}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-08,4601043,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,It's happening so fast.
Ghost Dog: The Way of the Samurai,256,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 2428, ""name"": ""deportation""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 3096, ""name"": ""book""}, {""id"": 4950, ""name"": ""code""}, {""id"": 6293, ""name"": ""telescope""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 14798, ""name"": ""park""}, {""id"": 156151, ""name"": ""pigeon""}, {""id"": 156152, ""name"": ""hagakure""}, {""id"": 156153, ""name"": ""ice cream""}, {""id"": 156154, ""name"": ""haitian""}, {""id"": 156155, ""name"": ""cd player""}, {""id"": 156156, ""name"": ""rouge""}, {""id"": 156157, ""name"": ""arm sling""}, {""id"": 156158, ""name"": ""racial slur""}]",en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,18.223139,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""ARD"", ""id"": 1251}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Plywood Productions"", ""id"": 59348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-09,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All assassins live beyond the law … only one follows the code
Dinner Rush,213,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",NA,[],en,Dinner Rush,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion.",1.096355,"[{""name"": ""Access Motion Picture Group"", ""id"": 4120}, {""name"": ""Giraldi-Suarez-DiGiaimo Productions"", ""id"": 4121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-09,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,NA
It's All Gone Pete Tong,2697,2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",NA,"[{""id"": 635, ""name"": ""disc jockey""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 4610, ""name"": ""comeback""}, {""id"": 5718, ""name"": ""recording studio""}, {""id"": 6731, ""name"": ""british""}, {""id"": 6814, ""name"": ""ibiza""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 158558, ""name"": ""disabled""}]",en,It's All Gone Pete Tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",3.911445,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12-09,120620,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Freeze Frame,3994,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",NA,"[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 2249, ""name"": ""camcorder""}, {""id"": 2326, ""name"": ""alibi""}, {""id"": 3879, ""name"": ""suspect""}, {""id"": 9826, ""name"": ""murder""}]",en,Freeze Frame,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.",4.922397,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",01-05,0,NA,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Bananas,3331,2000000,"[{""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 2020, ""name"": ""revolution""}, {""id"": 2339, ""name"": ""political activism""}, {""id"": 3090, ""name"": ""loser""}]",en,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",5.941852,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Jack Rollins & Charles H. Joffe Productions"", ""id"": 13309}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-04,11833696,NA,"[{""iso_639_1"": ""yi"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
Highway,3642,14000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 167043, ""name"": ""road movie""}]",en,Highway,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",3.419685,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-01,0,NA,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It started as a desperate escape and became the wildest ride of their lives
Northfork,1816,0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",NA,[],en,Northfork,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",1.980265,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-01,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
