"id","date","text","tag"
20268,2018-04-02,"Танюш, я сегодня с работы бежала ещё раз зашла в Азбуку. Знаешь, тусит там народ. То ли как я - на экскурсию, то ли могут позволить.... Но такого ажиотажа, как в Седьмом там нет.","конкуренты"
20269,2018-04-02,"К сожалению, я ничего не могу там себе позволить. Хорошие дорогие продукты, которых нет в других магазинах, позволить не могу. А те, которые в других магазинах тоже есть, но в 2 раза дешевле... Зачем? Но нам проще, конечно, вокруг нас несколько хороших магазинов, мы не в центре живём. Кстати, ""7 континенты"" закрыли все, видимо, они разорились. На месте нашего ""7-го"" сделали ""ЕвроСпар"". Была один раз, очень понравился. Но мы привыкли к ""Карусели"", ""АШАН""у, ""Okey"". А на месте ""Нашего гипермаркета"",который того же хозяина, что и ""7 континент"" сейчас ""Лента"".","конкуренты"
20270,2018-04-02,"Аня - 250 - за 100 грамм? Я пока присматриваюсь к Азбуке, некоторые продукты оценила, буду захаживать. С хорошими чаевыми. :)","цена"
20271,2018-04-02,"за упаковку, там две маленькие головки, это сыр типа сен-марселин (такой мини-камамбер, только не камамбер, ха), он и во Франции по 2.50 :) еще очень в Азбуке нравится фисташковое масло. У меня вообще еда долго дома хранится, не съедается.","ассортимент"
20272,2018-04-02,"Ага, понятно. Сен-реми - легко запомнить, некоторое время с монастыре Сен-Реми лечился Винсент наш Ван Гог. Фисташковое попробую. Ещё хочу арахисовое. И все - в Азбуке. В общем, пусть будет под рукой. Но ""Седьмой"" всё равно очень жалко...","ассортимент"
20273,2018-04-02,"И не говори! Хотя у нас в чертаново последние годы я боялась заходить, вечно пахло так, будто кто-то умер и уже разложился... Хотя такой шикарный гастроном теперь пустой. Я вообще за гастрономы, а не супермаркеты!","сервис"
20274,2018-04-02,"Ну, не все же исключительно в ""Азбуке вкуса"" закупаются.","упоминание"
20275,2018-04-02,"Не угадал. В Азбуке Вкуса очереди не бывает. Я была одна на кассе, кассирша моложе меня))))) ещё версии?))))","сервис"
20276,2018-04-02,"Азбука вкуса - типичный пример наебизнеса. Живет только за счет понтов и за счет того что это фактически единственные магазины шаговой доступности в пределах садового кольца. Но в принципе если учесть стоимость аренды в центре... то цены может и обоснованы... местами. Был еще глобус гуриме... ну вот там хотя бы были ""эксклюзивные"" товары, в отличие от азбуки... загнулся на санкциях.","упоминание"
20277,2018-04-02,"Азбука вкуса в данном тексте не конкретика, а аллегория элитности, под которую и создавалась эта марка.","упоминание"
20278,2018-04-02,"А, тогда понятно. Так-то в ней элитности кот наплакал.","упоминание"
20279,2018-04-02,"Они сдулись, по-моему, где-то через год или два после начала. Они думали, что у них средний чек будет 5 - 10 т.р., а народ с кошельками не повалил, вот и перестроились.","упоминание"
20280,2018-04-02,"Не перестроились. Наценку сохранили, сложные щщи у продавцов - тоже, а так-то магазин как магазин, ничего особенного. Кроме, может, пары лоточков с фуа гра, которую лично я бы брать не стала не из-за цены даже, а просто ХЗ сколько времени она там лежит :)","ассортимент"
20281,2018-04-02,"сегодня да, это обычная продуктовая сеть без всяких изысков.","упоминание"
20282,2018-04-02,"А мне тут намного комфортнее чем в центре Москвы во всем До школы я ехала там по 40 мин через Садовое которое все стоит, а пешком там было 15 мин Парковка везде платная, куда ни сунься. Детей в сад в школу -100р утром Забрать -100р Магазинов нормальный кроме азбуки вкуса и 7 континента дорогущих нет. Опять же зайти за хлебом и молоком - плати за парковку","цена"
20283,2018-04-02,"ну готовое реально не очень по качеству. исключение азбука вкуса но там скорей жаба задушит если каждый день жрать","качество продукции"
20284,2018-04-02,"Почти как в ""азбуке вкуса""","упоминание"
20285,2018-04-02,"https://goo.gl/images/5moCBt Image: KillU on Twitter: ""Карта расположения «Азбуки вкуса» - наглядный ... Found on Google from twitter.com  https://goo.gl/images/5moCBt","упоминание"
20286,2018-04-02,"Азбуки вкуса на юге Москвы нет. А типо у нас будет))","упоминание"
20287,2018-04-02,"Азбуку Вкуса скоро интересно построят?","упоминание"
20288,2018-04-02,"продления ещё на год ❗ Помощь с получением мед.книжки. (Сотрудничаем с Мобилмед) Супер-ставка➕перерасчёт - Бонус для ""Идеальных работников""😎 ⚠Гипермаркет Окей, Колбасный проект 5,6,7 апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Кировоградская Путилково Каширское ш, 14 (1 место) Пятницкое ш. (1 место) Алтуфьевское ш. 1-й км (1 место) Головинское ш, 5, корп. 1 Святоозерская ул, дом № 1а Азбуки Вкуса, проект Искренне Ваш (молочка) 6,7,8,апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Раменское, Михалевича","персонал"
20289,2018-04-02,"продления ещё на год ❗ Помощь с получением мед.книжки. (Сотрудничаем с Мобилмед) Супер-ставка➕перерасчёт - Бонус для ""Идеальных работников""😎 ⚠Гипермаркет Окей, Колбасный проект 5,6,7 апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Кировоградская Путилково Каширское ш, 14 (1 место) Пятницкое ш. (1 место) Алтуфьевское ш. 1-й км (1 место) Головинское ш, 5, корп. 1 Святоозерская ул, дом № 1а Азбуки Вкуса, проект Искренне Ваш (молочка) 6,7,8,апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Раменское, Михалевича","персонал"
20290,2018-04-02,"розницы - сайт. За май наш сайт посетило более 300 тысяч человек. Это неплохо для монобренда. Байеры вбивают слово «самокат», видят статью «Как выбрать самокат», попадают на наш сайт, видят вверху большую надпись«Оптовикам» http://www.razor-russia.ru/dealers/, заходят и оставляют заявку. И таких заявок у нас поток. Мы хорошо раскрутили сайт, и большинство наших крупных контрактов, например, с Ozon или «Азбукой вкуса», как раз из интернета.  Мой рабочий день Я достаточно много работаю ночью. Например, в час ночи посылаю письма, смотрю отзывы на","упоминание"
20291,2018-04-02,"есть в стекле в ""азбуке вкуса"" обычно","ассортимент"
20292,2018-04-02,"Обожаю Азбуку вкуса. Сегодня вашему вниманию - контейнер для банана","ассортимент"
20293,2018-04-02,"​​ http://telegra.ph/file/6a1058fd712653b942f5a.jpg Ассистент | dez-pobeda | от 50 000 руб | офис Мы занимаемся дезинфекцией, дезинсекцией, дератизацией — по Москве и всем миллионникам России. Мы растем очень агрессивно и быстро, поэтому вам будет очень интересно находиться в самом эпицентре этого роста и быть его участником. Среди наших клиентов: DodoPizza, Азбука Вкуса, Две Палочки, Чайхона #1, аэропорт Домодедово и другие. В нашей компании бизнес-ассистент объединяет 3 должности: - классический бизнес-ассистент; - менеджер по","упоминание"
20294,2018-04-02,"розницы - сайт. За май наш сайт посетило более 300 тысяч человек. Это неплохо для монобренда. Байеры вбивают слово «самокат», видят статью «Как выбрать самокат», попадают на наш сайт, видят вверху большую надпись«Оптовикам» http://www.razor-russia.ru/dealers/, заходят и оставляют заявку. И таких заявок у нас поток. Мы хорошо раскрутили сайт, и большинство наших крупных контрактов, например, с Ozon или «Азбукой вкуса», как раз из интернета.  Мой рабочий день Я достаточно много работаю ночью. Например, в час ночи посылаю письма, смотрю отзывы на","упоминание"
20295,2018-04-02,"Какой же это кайф...После сумасшедшего дня и бессонной ночи выпить стаканчик ванильного рафа в спокойной обстановке✨ А теперь пора собирать чемодан...вылет через 4 часа 😱 #coffe#coffetime#love#lovecoffee#coffegram#instacoffee#mylove#yummy#азбукавкуса#кофе#кофеманы#раф#ванильныйраф","ассортимент"
20296,2018-04-02,"молочные зубы дорого...и вот эти люди ходят,чего-то всё ищут подешевле,побыстрее!!!😳блин(почему никто не спрашивает,почему долго лечить постоянный зуб???при учёте того,что взрослый сидит и не крутится и не ерзает на попе,рассказывая с коффердамом во рту про свою кошечку)..Лечение молочного зуба-это не сметана Простоквашино 15% ,которая одна и та же стоит по-разному в 5-ке,перекрёстке и азбуке вкуса.. если лечение дороже,оно предполагает более ""хорошие"" и качественные материалы,инструменты и оснащение ,которым владеет врач.и оно не может быть","цена"
20297,2018-04-02,"надо. 💻💡💻💡💻💡💻 И тут озарение, есть же Азбука Вкуса , которая доставляет любые продукты в любое время дня и ночи. Компьютер, заказ, подтверждение. Ложусь спать. 🛏 😎🛏 😎 Утром выспавшаяся и довольная, забираю у курьера пакет с кучей продуктов из азбуки, в котором нет яиц. 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ Немного грустно и сонно жую не очень вкусную кашу 🥣 отправляюсь на встречу. В соседнем доме у места встречи располагается БИОмагазин, где курочки, почти на прилавке, несут яички. 🍗 🍗 🍗 От разнообразия выбора поплыла я по","сервис"
20298,2018-04-02,"азбука вкуса","упоминание"
20299,2018-04-02,"мне тоже кажется, если купить в какой нибудь азбуке вкуса, разница не будет очень заметна","качество продукции"
20300,2018-04-02,"Я хотела печь, тк не люблю изюм. Но подружка подсказала, что в Азбуке вкуса есть крутой итальянский кулич без избма с шоколадом. Чувствую, это мой вариант 🙈😃","ассортимент"
20301,2018-04-02,"Прикладывайте достаточно усилий, и все получится🙏 Сегодня в очередной раз убедилась в том, что все сбывается, главное очень хотеть и делать правильные шаги 💪 • В Москве наконец-то весна. И да, именно я буду смелой и отчаянной бабой, которая первая наденет туфли на голые ноги😂😈 • • • #погнaли#iyigeceler#iyigeceler🌙#araba#kahve#kahvezamanı#kahvekeyfi#ilkbahar#mersedes#moscowcity#coffeehouse#coffee_inst#coffeelike#coffee_time#coffeetogo#кофекофе#хопхейлалалей#кофессобой#азбукавкуса","спам"
20302,2018-04-02,"#japan #japanfood #bottle #water #hand #shop #азбукавкуса #газировка #фото #photo #tokyo #rave","ассортимент"
20303,2018-04-02,"Наши фирменные куличи в этом году можно купить в сетях Ашан, Атак, ОКЕЙ, Билла, Лента, Пятерочка, Перекресток, Карусель, Глобус, в московских сетях Мираторг, Оливье, Азбука вкуса, а так же интернет-магазине Утконос. Вам уже встречались? 😊 #хлебныйспас #печенье #hlebspas #куличи #пасхальныекуличи #пасха","ассортимент"
20304,2018-04-02,"трек прям в тему😘🐙 . . . . #медуза #трек #песня #паркгалицкого #стадионкраснодар #краснодар #крд #красотка #азбукавкуса","спам"
20305,2018-04-02,"Любимое печенье моего детства - творожное печенье «гусиные лапки»(ещё его называют шаники, творожные ракушки). В магазинах самые вкусные печеньки (которые пробовала я) продаются в азбукевкуса, но цена у них, конечно, кусается...поэтому, приготовьте сами!Перепробовала рецептов 5 точно, чтобы найти идеальный. Делюсь! Не благодарите! Ингредиенты: ✔️творог - 200 гр. ✔️мука - 250 гр. ✔️сливочное масло - 180 гр. ✔️разрыхлитель - 1/2 ч.л. ✔️сахар для обмакивания Приготовление: В чаще соединить творог, муку, мягкое масло, разрыхлитель, хорошенько","качество продукции"
20306,2018-04-02,"Хлеб, 4 банки фасоли и 2 мельницы с перцем.... 1650-00 рублей!!!! 25 евро, Карл!!! #азбукавкуса#ониофигели","цена"
20307,2018-04-02,"Пункты приема отходов смотрю на recyclemap.ru. Другие отходы в биоразлагаемые пакеты (которые АзбукаВкуса дает) - и в общий мусор.","сервис"
20308,2018-04-02,"#клубника #heart #hearts #love #bestfriends #super #my #likeforlike #like4like #sweet #cream #tasty #food #foods #foodporn #photography #foto #wow #red #cool #moment #azbukavkusa #life #instagram #insta #positive #вкусно #ягоды #beauty #best","спам"
20309,2018-04-02,"Не знаю, магазин-фаворит все таки выбирают исходя из надежности. На рынках и проч могут и кота в мешке дать, а не вон то благоухающее манго… поэтому пятый год пошел нашей любви с азбукой вкуса.","упоминание"
20310,2018-04-02,"проверки есть. Просто менчендайзер не выполняет свою работу так, как это делают в Азбуке Вкуса.","сервис"
20311,2018-04-02,"Нормальные продукты стоят конечно же дороже, чем в гипермаркетах с красной ценой. По моим наблюдениям в фудсити в два раза дешевле чем на Даниловском рынке и раза в три-четыре чем в азбуке вкуса.","цена"
20312,2018-04-02,"если у вас есть необходимость мыть голову каждый день . Ведь они очень пересушивают кожу и заставляют себиум работать быстрее . 4. Наши помощники -это сухие шампуни ! Ни для кого не секрет , что это просто спасение в некоторых ситуациях 🤓❤️ 5. Влияет так же на свежесть головы , то что мы едим . Да, да ... Острые и жирные блюда активизируют работу сальных желёз . Берегите свою красоту!💋❤️ #красотаволос #волосы#советы#этолюбовь #этоинтересно #полезныесоветы #лайкивзаимно #лайфхак #gkhair #vesna #весна#artego#артего#девочки #девушкам#блондинки#холостяк#жизнь#любовь#тнт#москва#маникюр#блеск#пища#пп#продукты#азбукавкуса #бузова#бородина#ресницы","спам"
20313,2018-04-02,"А батарейки я знаю собирают в магазине Азбука вкуса.. Но вопрос куда их потом утилизируют?","сервис"
20314,2018-04-02,"Спа-окрашивание волос органическим профессиональным брендом для волос RUSK @rusk_russia @ruskhaircare @ruskeurope который восстанавливает структуру во время окрашивания изнутри.. блестящие роскошные волосы с эффектом ламинирование волос с помощью морской терапии #advancedmarinetherapy укрепит и увлажнит волосы. Желаете роскошную структуру волос?, тогда запись ко мне открыта 😉 #ruskrussia #rusk4you #alseducation #confederationofbeauty #ruskhaircare #ruskhaircolor #ruskhair #AnastasiaLozovskaya #роскошныеволосы #красивыеволосы #прямыеволосы #густыеволосы #кафенаарбате #макдональдснаарбате #азбукавкуса","спам"
20315,2018-04-02,"Только понюхать и сразу ясно, что вино сладкое: бузина, манго, зеленые овощи, персик, мед, курага. Вкус: печеное яблоко, корица, мед, табак, белые персики и легкое хлебное послевкусие. Ничего, кроме орехов с этим вином не хочется. Хотя специалисты что-то пишут про гусиную печень, острые сыры и десерты. Ценовая категория: в Дубае, в 2012 году - $50, в Москве сейчас можно купить за 6000-7000 рублей. Оценка 9 из 10 с большой натяжкой и из уважения к возрасту - богато, сложно и ярко. #wine #france #alsace #trimbach #gewurztraminer #sweet #sweetwine #2005 #whitewine #white #вино #белое #сладкое #франция #эльзас #гевюрцтраминер #пробуем #дегустация #азбукавкуса #энотека #simplewine #аквавита #dubai #дубай","цена"
20316,2018-04-02,"breakfast #photooftheday #bestoftheday #bestofvsco #foodgram #breakfast #eggs #Paris #sweetparis #ппзавтрак #branch #morning #foodporn #morningvibes #здоровоепитание #instagood #instafood #foodgram #завтрак #vscocam #утро #яичница #французскийзавтрак #сырники #foodstagram #глажка #азбукавкуса#считаемкалории","спам"
20317,2018-04-02,"У нас в мастерской кипит работа по созданию пасхальной коллекции♥️💚🏆 🔖Наши дизайнеры-мастера создали венки из березовых веток и декора - вербы и пасхальных яиц, а так же игрушек ручной работы в русском народном стиле. 🐣🐇🔖Венок станет уникальным интерьерным украшением для вашего дома. 🔖А при бережном хранении будет радовать вас из года в год, а возможно и передаваться как семейная традиция. 🔖Венки из пасхальной коллекции уже представлены у наших партнеров сети премиум-магазинов ""АзбукаВкуса"" #АзбукаВкуса #пасха #пасхальныйдекор #интерьерныевенки #кпасхе #игрушки #меховыеигрушки #интерьерныйдекор #carolon #carolontoys #toys #easter #easteregg","ассортимент"
20318,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20319,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20320,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20321,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20322,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20323,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20324,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20325,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20326,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20327,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20328,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20329,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20330,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20331,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20332,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20333,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20334,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20335,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20336,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20337,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20338,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20339,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20340,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20341,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20342,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20343,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20344,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20345,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20346,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20347,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20348,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20349,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20350,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20351,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20352,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20353,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20354,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20355,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20356,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20357,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20358,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20359,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20360,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20361,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20362,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20363,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20364,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20365,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20366,2018-04-02,"жить нужно так, чтобы закупаться продуктами в азбуке вкуса","упоминание"
20367,2018-04-03,"Вы не ходите в «Азбуку Вкуса» , есть более бюджетные магазины","упоминание"
20368,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20369,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20370,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20371,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20372,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20373,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20374,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20375,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20376,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20377,2018-04-03,"с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20378,2018-04-02,"ого ебать ты покупаешь в азбуке вкуса ебать ты йогурты жрешь по 400 рублей ДЕТОЧКА а ебало не треснет у тебя с такой то показухой с азбукой вкуса всегда все по одному сценарию: > заходишь за одним ништяком > тратишь два часа и две тысячи > плачешь над разнообразием гранолы > рефлексируешь рядом с йогуртами по 400 рублей > обещаешь себе больше сюда не заходить, пока не разбогатеешь > уходишь","цена"
20379,2018-04-02,"Мой сын будет учить буквы в Азбуке Вкуса","упоминание"
20380,2018-04-02,"Или в бахетле жить нужно так, чтобы закупаться продуктами в азбуке вкуса","конкуренты"
20381,2018-04-02,"поразительно, как много красивых людей можно встретить в азбуке вкуса","упоминание"
20382,2018-04-02,"как говорится мой сын будет учить буквы в азбуке вкуса","упоминание"
20383,2018-04-02,"как говорится мой сын будет учить буквы в азбуке вкуса","упоминание"
20384,2018-04-02,"как говорится мой сын будет учить буквы в азбуке вкуса","упоминание"
20385,2018-04-02,"как говорится мой сын будет учить буквы в азбуке вкуса","упоминание"
20386,2018-04-02,"Мне понравилось видео ""АЗБУКА ВКУСА /😵 ЖИЖКА ИЗ ПРОДУКТОВОГО 😵""","упоминание"
20387,2018-04-03,"Я ее встретила как-то в азбуке вкуса, какая же она хамка!!! Как она с продавцами говорила, позорище","упоминание"
20388,2018-04-03,"понятно. куча денег, хватит сходить в азбуку вкуса","упоминание"
20389,2018-04-03,"Ляля Ваганова Ну раз за 70 бездрозжевой) в азбуке и за 50 был всегда, не думаю что за три месяца что я отсутствую в москве чтото изменилось) а пирожки у них вообще бомба)) короче рекомендую изучить ассортимент","цена"
20390,2018-04-03,"Первый раз что ли в азбуке? Может, они разные, но что-то вполне с пятеркой сравнимо по ценам, вот и ходят, высматривают","конкуренты"
20391,2018-04-03,"А с пакетами, да! Если попросить, кажется тебя самого с удовольствием в них упакуют)","сервис"
20392,2018-04-03,"И вот пакеты. Модный, большой магазин. Ну зачем все в пакеты? Весь мир отказывается от них, а они каждый овощ заворачивают.","сервис"
20393,2018-04-03,"Ляля, в азбуке пакеты биоразлагаемые, я ими пользуюсь потом для мусора еще. И хлеб только там покупаю, правда не за 300, а за 150, в общем норм магазин, может именно на смоленке ассортимент цен такой, а в других магазах сети есть нормальные продукты","цена"
20394,2018-04-03,"никак они не похожи были на биоразлагаемые. Обычные пакеты без рисунка, маленькие, для мелкого стафа. Все завернули. Помидоры, 1 лимон, огурец. Да я не привыкла наверное. Но я лучше в Мяснов хлеб по 70 буду брать. Там очень вкусный, без дрожжей. Далеко только(","сервис"
20395,2018-04-03,"а биоразлагаемые как-то выглядят по-особенному? )) ну и вообще, тебя на районе только азбука вкуса изумила? )","упоминание"
20396,2018-04-03,"на них написано, что они биоразлагемые. И это обычно те ""маечки"" в которые все покупки складывают. И вот разлагаются они все равно за 2 года. А у нас дети в больницы попадают из Волоколамска. Из-за того что мусора много. ","сервис"
20397,2018-04-03,"А самое смешное, что все тухлые магазы типа манголии и прочих тоже не сильно дешевле азбуки.","цена"
20398,2018-04-03,"не помню. Несколько предметов из тех, что я заказываю в утконосе, в азбуке слегка дешевле стоят.","цена"
20399,2018-04-03,"В утконосе многие вещи дороже чем в азбуке.","цена"
20400,2018-04-03,"Я вчера пришла в АВ в районе 13.00 купить мужу пирожки, осталось 4 с мясом и три с капустой, я удивлённо ""вчерашние"", нет, говорят, каждые выходные приходит дедушка в обед и скупает по 20 штук... О как.","ассортимент"
20401,2018-04-03,"Наталья Сазонова нужно, как это делает азбука вкуса- проверяет в лабораториях то, чем они торгуют, и не травят ли людей","качество продукции"
20402,2018-04-03,"Это азбука вкуса что ли ?","упоминание"
20403,2018-04-03,"Оставляя жалобы и делая Дикси лучше, вы помогаете ему оставаться на свете. А вот если хотите, чтобы он закрылся побыстрее, надо начать хотя бы с малого - например написать, что Аланчик супер и няшка, помогает покупателям, таскает сумки старушкам. Его русский.. ах, он точно филологический МГУ не заканчивал? Я бывал в Америке и ваш Дикси, это не то что Азбука вкуса и Перекресток, это Уолмарт практически. Не меняйтесь!","конкуренты"
20404,2018-04-03,"нет, но могут учесть) я писала здесь что у них нормальная ценовая политика и есть выбор , может ьы еще не успела сориентироваться","управление компанией"
