"","X1","title","movie_id","rating","genres","popularity","runtime","movie_year","production_companies","production_countries","keywords","cast","director"
"255",255,"Home Alone 2: Lost in New York",2400,2.85714285714286,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",81.487685,120,1992,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 65, ""name"": ""holiday""}, {""id"": 242, ""name"": ""new york""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207317, ""name"": ""christmas""}]",NA,NA
"256",256,"The Silence of the Lambs",2862,4.26329113924051,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",18.174804,119,1991,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Strong Heart/Demme Production"", ""id"": 55072}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12565, ""name"": ""psychological thriller""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33872, ""name"": ""animal in cast credits""}, {""id"": 208048, ""name"": ""cannibalism""}]","AnthonyHopkins JodieFoster",NA
"257",257,"Wayne's World",2470,3.4527027027027,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",21.815122,94,1992,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2571, ""name"": ""tv show""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 10582, ""name"": ""television producer""}, {""id"": 187056, ""name"": ""woman director""}]","DanaCarvey MikeMyers",NA
"258",258,"Premonition",1943,4,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",22.049787,96,2004,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""Offspring Entertainment"", ""id"": 2378}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 563, ""name"": ""deja vu""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 9844, ""name"": ""car crash""}]","AmberValletta JulianMcMahon SandraBullock",NA
"259",259,"Ghost Ship",2617,3.12878787878788,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",27.724913,91,2002,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Ghost Ship Films Pty. Ltd."", ""id"": 53238}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2799, ""name"": ""cruise""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 4078, ""name"": ""ghost ship""}]","GabrielByrne JuliannaMargulies RonEldard",NA
"260",260,"Wild Things",330,3.49206349206349,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",25.041992,108,1998,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 213, ""name"": ""upper class""}, {""id"": 351, ""name"": ""poison""}, {""id"": 544, ""name"": ""sailboat""}, {""id"": 570, ""name"": ""rape""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2087, ""name"": ""lolita""}, {""id"": 2920, ""name"": ""cheerleader""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 3180, ""name"": ""sailing""}, {""id"": 3181, ""name"": ""pretended murder""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3183, ""name"": ""bisexuality""}, {""id"": 3184, ""name"": ""alligator""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3186, ""name"": ""everglades""}, {""id"": 3188, ""name"": ""heart-throb""}, {""id"": 3189, ""name"": ""white trash""}, {""id"": 3190, ""name"": ""menage a trois""}, {""id"": 3192, ""name"": ""intellectually gifted""}, {""id"": 3193, ""name"": ""harpoon""}, {""id"": 4580, ""name"": ""van""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 6148, ""name"": ""court""}, {""id"": 9457, ""name"": ""single""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","KevinBacon MattDillon NeveCampbell",NA
"261",261,"High Fidelity",312,3.76111111111111,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",23.982956,113,2000,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 520, ""name"": ""chicago""}, {""id"": 532, ""name"": ""music record""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 633, ""name"": ""record store""}, {""id"": 634, ""name"": ""soul""}, {""id"": 635, ""name"": ""disc jockey""}, {""id"": 637, ""name"": ""pop""}, {""id"": 638, ""name"": ""bruce frederick joseph springsteen""}, {""id"": 639, ""name"": ""record collection""}]","JohnCusack",NA
"262",262,"Eternal Sunshine of the Spotless Mind",1865,3.74052478134111,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",56.481487,108,2004,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 563, ""name"": ""deja vu""}, {""id"": 802, ""name"": ""regret""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12400, ""name"": ""brainwashing""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 204374, ""name"": ""love story""}, {""id"": 224279, ""name"": ""bittersweet""}]","JimCarrey KateWinslet TomWilkinson",NA
"263",263,"Vampires",3496,1.33333333333333,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",17.016284,108,1998,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Film Office"", ""id"": 23893}, {""name"": ""Spooky Tooth Productions"", ""id"": 23894}, {""name"": ""Storm King Productions"", ""id"": 23895}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1508, ""name"": ""new mexico""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14765, ""name"": ""church""}, {""id"": 15084, ""name"": ""skull""}, {""id"": 34051, ""name"": ""team""}, {""id"": 41380, ""name"": ""crucifix""}, {""id"": 41511, ""name"": ""cross""}, {""id"": 161935, ""name"": ""relic""}, {""id"": 166720, ""name"": ""vampire slayer""}, {""id"": 178159, ""name"": ""turning into a vampire""}, {""id"": 224795, ""name"": ""drinking blood""}]","DanielBaldwin JamesWoods",NA
"264",264,"Psycho",1792,3.8125,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",93.067866,109,1998,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Shamley Productions"", ""id"": 10717}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 612, ""name"": ""hotel""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11677, ""name"": ""secretary""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 233450, ""name"": ""proto-slasher""}]","AnneHeche VinceVaughn","GusVanSant"
"265",265,"Pooh's Heffalump Movie",760,4,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9.03154,68,2005,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[]","BrendaBlethyn JimCummings KyleStanger","FrankNissen"
"266",266,"A Guy Thing",2254,3.28888888888889,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.596835,101,2003,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 6256, ""name"": ""truth""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}]","JasonLee JuliaStiles SelmaBlair","ChrisKoch"
"267",267,"Undisputed",4429,2.77777777777778,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",17.227376,96,2002,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Amen Ra Films"", ""id"": 421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 6075, ""name"": ""sport""}]","VingRhames WesleySnipes","WalterHill"
"268",268,"Three to Tango",1862,3.0952380952381,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.553773,98,1999,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 237, ""name"": ""gay""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2679, ""name"": ""artist""}, {""id"": 2683, ""name"": ""tango""}, {""id"": 4480, ""name"": ""business man""}, {""id"": 5265, ""name"": ""spying""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6351, ""name"": ""chief executive officer""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 188843, ""name"": ""business partner""}, {""id"": 229299, ""name"": ""affair""}]","DylanMcDermott MatthewPerry NeveCampbell","DamonSantostefano"
"269",269,"Superbabies: Baby Geniuses 2",1607,2.375,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.886228,88,2004,"[{""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""Triumph Films"", ""id"": 23098}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1009, ""name"": ""baby""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 2878, ""name"": ""scientific study""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 234456, ""name"": ""baby geniuses""}]","JonVoight ScottBaio VanessaAngel","BobClark"
"270",270,"Princess Mononoke",473,3.7875,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",60.732738,134,1997,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Nibariki"", ""id"": 12516}, {""name"": ""Nippon Television Network (NTV)"", ""id"": 20192}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""id"": 1721, ""name"": ""fight""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 5274, ""name"": ""iron""}, {""id"": 5275, ""name"": ""pan""}, {""id"": 5276, ""name"": ""wild boar""}, {""id"": 5277, ""name"": ""territory""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 210024, ""name"": ""anime""}]","Y\u00f4jiMatsuda Y\u00fbkoTanaka YurikoIshida","HayaoMiyazaki"
"271",271,"People I Know",2269,2.22727272727273,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.377308,100,2003,"[]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2134, ""name"": ""press""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9302, ""name"": ""exzess""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 34038, ""name"": ""intrigue""}]","AlPacino RyanO'Neal T\u00e9aLeoni","DanielAlgrant"
"272",272,"Sea of Love",599,3.44444444444444,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",11.47316,113,1989,"[{""name"": ""Universal Pictures Corporation"", ""id"": 42}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 703, ""name"": ""detective""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3879, ""name"": ""suspect""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 207268, ""name"": ""neo-noir""}]","AlPacino EllenBarkin GeneCanfield JohnGoodman JohnSpencer LarryJoshua MichaelRooker PaulCalderon RichardJenkins WilliamHickey","HaroldBecker"
"273",273,"A Cinderella Story",2457,3.66292134831461,"[{""id"": 35, ""name"": ""Comedy""}]",25.28132,95,2004,"[{""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 931, ""name"": ""jealousy""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 3640, ""name"": ""work""}, {""id"": 5921, ""name"": ""step mother""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 18118, ""name"": ""disguise""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 188237, ""name"": ""teenage romance""}, {""id"": 196691, ""name"": ""step sister""}, {""id"": 221039, ""name"": ""modern fairy tale""}]","ChadMichaelMurray HilaryDuff JenniferCoolidge","MarkRosman"
"274",274,"Scream",2395,3.49473684210526,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",45.99611,111,1996,"[{""name"": ""Woods Entertainment"", ""id"": 979}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 3335, ""name"": ""halloween""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 157380, ""name"": ""tabloid""}, {""id"": 157384, ""name"": ""news reporter""}, {""id"": 160612, ""name"": ""self-referential""}, {""id"": 212435, ""name"": ""meta film""}]","CourteneyCox DavidArquette NeveCampbell SkeetUlrich","WesCraven"
"275",275,"I Can Do Bad All By Myself",748,3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2.242809,113,2002,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 6894, ""name"": ""aunt""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","AdamRodriguez TarajiP.Henson TylerPerry","TylerPerry"
"276",276,"Spirited Away",3446,4.11320754716981,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",118.968562,125,2002,"[{""name"": ""Studio Ghibli"", ""id"": 10342}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2640, ""name"": ""twilight""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 4652, ""name"": ""bath house""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 6016, ""name"": ""biology""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 196509, ""name"": ""yokai""}, {""id"": 207695, ""name"": ""japanese mythology""}, {""id"": 210024, ""name"": ""anime""}]","MiyuIrino","HayaoMiyazaki"
"277",277,"The Fall of the Roman Empire",200,3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4.229942,188,1964,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Samuel Bronston Productions"", ""id"": 10253}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 5049, ""name"": ""ancient rome""}]",NA,NA
"278",278,"The Amityville Horror",1939,3.625,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",30.205943,90,1979,"[{""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 3649, ""name"": ""holy water""}, {""id"": 9398, ""name"": ""long island""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9848, ""name"": ""family dinner""}, {""id"": 9853, ""name"": ""paranormal""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 162413, ""name"": ""wood chopping""}, {""id"": 172266, ""name"": ""backwards""}, {""id"": 172272, ""name"": ""tortured to death""}, {""id"": 172274, ""name"": ""moving in""}, {""id"": 172280, ""name"": ""based on supposedly true story""}]","JimmyBennett MelissaGeorge RyanReynolds","AndrewDouglas"
"279",279,"Fear and Loathing in Las Vegas",3824,3.85897435897436,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",44.511363,118,1998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Rhino Films"", ""id"": 1591}, {""name"": ""Fear and Loathing LLC"", ""id"": 53460}, {""name"": ""Shark Productions"", ""id"": 53461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 167799, ""name"": ""gonzo journalist""}, {""id"": 167805, ""name"": ""sweaty face""}, {""id"": 167808, ""name"": ""fake identity""}, {""id"": 167809, ""name"": ""wedding chapel""}, {""id"": 167812, ""name"": ""grapefruit""}, {""id"": 167818, ""name"": ""cadillac convertible""}, {""id"": 167822, ""name"": ""gibberish""}, {""id"": 167830, ""name"": ""corvette stingray""}, {""id"": 167833, ""name"": ""police convention""}]","BenicioDelToro JohnnyDepp","TerryGilliam"
"280",280,"Mean Girls",758,3.46815286624204,"[{""id"": 35, ""name"": ""Comedy""}]",36.423717,97,2004,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Broadway Video"", ""id"": 1756}, {""name"": ""M.G. Films"", ""id"": 89094}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 5248, ""name"": ""female friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 18453, ""name"": ""gossip""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 189964, ""name"": ""high school rivalry""}, {""id"": 190141, ""name"": ""new girl at school""}]","JonathanBennett LindsayLohan RachelMcAdams","MarkWaters"
"281",281,"Honey",3347,3.26086956521739,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",18.492655,94,2003,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""NuAmerica Entertainment"", ""id"": 41963}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2539, ""name"": ""harassment""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4697, ""name"": ""video""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 12094, ""name"": ""business""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 33934, ""name"": ""choreographer""}, {""id"": 156801, ""name"": ""club""}, {""id"": 189920, ""name"": ""harlem""}, {""id"": 208498, ""name"": ""youth center""}]","JessicaAlba Lil'Romeo MekhiPhifer Missy'Misdemeanor'Elliott","BilleWoodruff"
"282",282,"Fame",166,3.41176470588235,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.668063,107,1980,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 4344, ""name"": ""musical""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","BebeNeuwirth KelseyGrammer MeganMullally","KevinTancharoen"
"283",283,"Small Time Crooks",2423,3.31578947368421,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11.423533,94,2000,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 974, ""name"": ""bank""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2273, ""name"": ""role of women""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4733, ""name"": ""pizzeria""}, {""id"": 4735, ""name"": ""pizza""}, {""id"": 8586, ""name"": ""keks""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 160488, ""name"": ""hoodlum""}]","TraceyUllman WoodyAllen","WoodyAllen"
"284",284,"Center Stage",2385,3.77777777777778,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6.961736,115,1999,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 271, ""name"": ""competition""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2283, ""name"": ""ball""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4118, ""name"": ""ballet dancer""}, {""id"": 6027, ""name"": ""music""}, {""id"": 8081, ""name"": ""entrance examination""}, {""id"": 10551, ""name"": ""ballet""}, {""id"": 207010, ""name"": ""dance teacher""}]","AmandaSchull EthanStiefel SaschaRadetsky","NicholasHytner"
"285",285,"Life as a House",1590,3.89814814814815,"[{""id"": 18, ""name"": ""Drama""}]",5.706767,125,2001,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 6095, ""name"": ""house""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 156052, ""name"": ""unemployment""}]","HaydenChristensen KevinKline","IrwinWinkler"
