X1,X2,X3,X4,X5,X6
19900615,19980328,"Columbia Heights, MN",unknown,1-2 min.,"Something floated by me, no sound, no wind!Of course everyone asked what i was on, nothing iv&apos;e only told 4-5 people this. Warm summer night, clear skies no wind at all. I was bringing out the garbage out to the ally no one was around, dead quite. I lived on a corner lot at the time so I could see two blocks in either direction.  iwas looking up and around at the stars when standing east I caught something in the corner of my eye. About a block to my right five or ten feet over the tree tops which were around tweny five to thirty feet up was this thing.It floated in a absulute straight line past me vary slow 2-3 miles per hour, I was about five feet from the ally. It was lightly ulluminated in a yellowish color, with a black corner to corner stripe about 1.5-2 feet wide. The thing was about the size of a vw bug. There were no edges, seems or anything protruding from it.Ten or so feet long six or so feet wide. The closest thing I can come up with is the movie of Star Trek were they put spock into a cascate and sent him to some planet. Its shape was quit quite simular. I heard no sound from it, no trafic anyware at all, this was on a Sunday night.I watched it go past me straight down the ally and out of site. Istood the wondering what the hell was that, nothing can do that. I looked around to see if maybe someone else was around but nobody was there. I don&apos;t know what it was, I do remember I had An erie sense about it. Has anyone else seen this? I know it&apos;s weird but the more i&apos;ve thought of this thing for the past seven years, I have a strange feeling it was some sort of probe, crazy huh. Well thats about it thanks for listening."
19600312,19980507,"Houston, TX",triangle,3 hours,"saw in sky made no noise lots of flashing lights observed with telescopeI saw the object coming from the south, from the direction of the gulf of mexico.  It was lighting up the whole sky, whole neighborhood.  Curiously no one seemed to notice but me.  I was outside with my telescope.  I trained telescope on the object and saw triangular shaped object sitting on platform on top of the trinagle was a light flashing gold and white.  Along the bottom of the platform was a row of blue and gren lights blinking in alternate succession.  I tcame to stop across the street from where I was standing, approximately 75 feet away and about 60 feet up in the air.  It was making no sound.  I saw it clearly with the telescope.  It left after about five minutes, shooting straight up into sky like rocket taking off and was gone in less than a second.  Later it came back, the whole house lit up in inside with this bright golden light like you saw in episode of X files where mulder&apos;s sister is taken.  Remember this was thirty years or more before the X files was even heard of.  I saw three figures in our house, the classical big eyed, slant eyed greyish white aliens.  But at that time I had never even heard of such a thing!    my father saw these figues too, up closae since they were in his bedroom."
19850615,19980107,"Stokes, NC",disk,4 0r 5 mins,"Summary : I think I was about 9yrs old, and my brother 5yrs old. We lived on farming land. We were out playing at the edge of the field one day when we heard a strange humming noise, we looked up and saw a small saucer shaped object with few lights around it approximatley 7 or 8 feet above our heads. We stood stunned as it only hoovered above us, it seemed as though we stood there for a long time. Finally, I do not know why, but we stated running from it, at least 150, or 200 ft away from it. It chased us, swooping down close to our heads. It then left. The strange thing is we were stunned and amazed, but we forgot about it, I mean we did not fear or think about it anymore, It was something that came into our minds once every couple of years. I have had one other experience since that time. I was sleeping on the couch, and was awakened by a bright light flowing through the window, it looked as if the moon had fallen right beside me. I pulled the covers over my head, it still shone through, but it did not really bother me, I went right back to sleep. I will never forget what happened when I was nine though, the older I get, the clearer the memory is.I did not see aliens, all I saw was this saucer shaped object, and heard the intense humming noise it was making. I guess at first we were not scared, just in shock, for it seemed that we stood there for hours. Then suddenely we were filled with fear and fled. It followed us, swooping down at us, I have never ran so hard in my life. And I still cannot understand why after this happened it seemed like it was no big deal, why we didn&apos;t think about it very much, I mean that should of been enough to make you go crazy, but afterwards, it did not even bother us. We have rarley even discussed it."
19980210,19980213,"Three Points (Kitt Peak Observatory), AZ",unknown,~8-10 min.,"pulsing light to north of kitt peakno actual object seen, just exhaust(?) flare. at almost exactly 20.00 hours travelling west on state rte 86 fro tucson towards ajo, arizona. looking straight at kitt peak in low angle full moon light, all three occupants of the vehicle saw a light just to the north (and possibly to the west of kitt peak) pulse four or five times with a space of perhaps two to three seconds between pulses. light was yellow to orange, the shape of the light was NOT like a jet exhaust (needle shape), but rather a spherical light. after the initial pulses, the light disappeared for perhaps eight to ten minutes. it was then seen again by all three people, much higher and farther from kitt peak...to the north. the light pulsed another two times, then was not seen again. sci fi writers have postulated a vacuum craft also designed for atmospheric flight. a pulsating propulsion system would both save fuel and keep atmospheric speed down, perhaps for greater stability. we believe that this is what we saw."
19980923,19980923,"Hollywood, CA",fireball,6 - 8 seconds,"Viewed a green &quot;fireball&quot; fall from the sky.I live in the hills above Hollywood and was sitting in front of our large floor-to-ceiling living room picture windows which faces south over Hollywood. I was minutes away from viewing Rivera Live on CNBC which starts at 21:00, that&apos;s how I took note of the time. I was looking out the picture window into the sky as I often do checking out the helicopters and airplane lights in the distance when all of a sudden what looked like a falling star fell about a 1/2 a mile in front of me falling from the North to the Southeast. It was green &quot;fireball&quot; emitting a gold haze with a gold tail. It fell for approx. 6 to 8 seconds and then just disappeared. I immediately yelled to my husband that I had just seen something that looked like a falling star except that it was green and big. I said it was something strange, something I&apos;d never seen before. The size of it: If I held my hand out at arms length and put my thumb and forefinger together and looked through them, it would be the size of a 1&quot; diameter marble."
19980529,19980604,"Phoenix, AZ",cigar,2:25,"follow up on prior report4 June 1998 Follow up on the object spotted 29 May 1998. The object appeared as a bright star in the northeastern sky from Chandler AZ on the morning of 29 may 1998, 05:10 hours. Object remain stationary from first sighting until after 07:35 hours. Object was gone at 08:00 hours. Object was approximately 15 degrees above the horizon. One arm length and the width of the hand plus extended thumb. A ratio of approximately  1 to 4 (or .25).  This elevation remained unchanged even after I got to work where I easily spotted the object in what I assumed to be the same location. The line of sight distance to work is 7 miles to the southwest. This means, as the elevation was essentially unchanged, the object was at a considerable distance. At least 40 miles I&apos;d guess. The object appeared to displace about one eight inch. That is the gap between the index finger and the thumb at arms length. That would be about what you&apos;d get from a street light at about a 100 feet.  The object appeared elongated in the north south direction and I would guess was at least 1000 feet long.  It appear to be white in color. note: sighted an object up close 03:40hrs  13 Oct. 1997 went over the road a head of me. Sighting was only seconds. glowed whitish/bluish, large, going west to east, thought it was an airplane coming in for a landing at first. trees on either side of road limited view."
19950210,19980427,"Downey, CA",circle,20 min,Saw 3 large cloud like hollow circles in the very clear night sky.The clouds moved slowly until one reached the full moon and looked very interesting when it circled around the moon
19980923,19980925,"Bellevue (north of), WA",fireball,seconds,"While driving west on 520 toward 405, observed a very fast fireball dropping vertically to my right (north) and disappearing behind the trees in the Bridal Trails area. It was large and white, no tail.This object was far larger than a shooting star, and they usually go across the sky, this was definitely going straight down to the earth. I am the owner of a small business in Bellevue, have a BA in Psychology from Cal State Hayward, CA, am 46 years old, and have never seen or reported anything like this before."
19970121,19980123,"Blackwell, OK",triangle,10 minutes at least,"Summary : A gold triangular shaped object with a red &quot;tail&quot; was seen hovering in the air west southwest of Blackwell, OK.  It hovered for at least 10 minutes, then it faded quickly into black.At approximately 7:15 p.m. on the evening of January 21, 1997, I was driving toward my home in Blackwell, OK, when I glanced in the sky.  In the west/southwest sky, somewhere between 9-10 oclock I would estimate, I spotted an object.  Thinking it was a star at first, I looked back at the road.  Then, thinking to myself that it looked larger than a star, I looked again.  I couldn&apos;t get a really good look at it while I was driving, so I stopped in a church parking lot to watch it.  The object was larger than a star or planet.  I watched the object for just under 5 minutes, in which time it did not move.  It was a golden colored object with a red &quot;tail&quot; hanging to the left.  The red light at the end of the tail occasionally appeared to be flickering.  I went to my parents&apos; home and they both went outside.  Both viewed the object.  We do not believe that it was a helicopter, due to the fact that the lights were large enough that if it were, we would have heard the noise.  We heard no noise at all.  My mother and I returned to the house to gather a few things and get in the car to drive away from the town and view the object.  However, when we went back outside, the object was gone.  Another witness we spoke with said she was watching as it disappeared, and it just faded into black, as if it were traveling away from her at a high rate of speed.  It did not appear to move from that position, so if it was moving, it would have had to have moved away at the same angle that we were viewing it from.  It did not just disappear all of a sudden, it was very bright (brighter and a little larger than the average star)and then began to get smaller and fade into black.  We proceeded to drive into the country and we never got sight of the object again.  We have not gone public with this story, but we would like to know what it was.  If it has a simple explanation, we would love to know!"
19980508,19980603,"New York City/Bronx, NY",triangle,10 min.?,I was waiting for the Bx32 bus with my wife; I looked up at the sky and saw two small triangular-shaped craft flying two-three hundred meters apart and moving approx. 10-15 mph..They were flying just below the clouds. My wife could only spot one object.She has poor eyesight.
19980109,19980116,"Pottstown, PA",triangle,90+ minutes,"Summary : multiple craft of various shapes. All with red &amp; white lights, some pulsing, some strobe. Silent. Eventually chased off by jets. Movement from NE to SW, also changing altitude. Watched from outdoor open area for over an hour with no sounds at all until jets arrived. Craft had different shapes &amp; sizes. Overall more than 20 individual craft. Hovering near nuclear power plant. Chase jets were probably from naval air station approx. 25 miles away. One may have been a stealth bomber.Observers a male, age 25 and female, age 32.  Local residents who first observed craft from an apartment, then outdoors in an open parking lot. Some shapes were not discernable, some were triangular. Some lights were strobe-like, others flashing in a mrrquee style around a central red light. Craft moved at various speeds, both vertically and horizontally. A lot of hovering, then movement from northeast to southwest. There was no noise at all. Height from ground was all but impossible to tell because fo different sizes. More than 20 craft were seen for well over an hour, from about 18:30 to 20:00. Couple observing craft were, sober, awake, and fascinated! They are both artists, both full time employees of graphics firm. They do not have access to internet, so I am posting for them as a friend."
19980331,19980422,"Baraboo, WI",light,a few seconds,"a yellow-orange light that zipped or zig-zagged, apparently a mile or two away on the southeastern horizon.I am an associate editor at FATE magazine, and was investigating a report of a recurring UFO sighting in Baraboo. I met the witness, a Baraboo resident, on both March 31 and April 5, and we had sightings on both mornings, which were shared by one friend of mine on March 31 and two different friends on April 5. I will enter data on the more interesting April 5 incident in a separate posting to come. I have written about my experience in the forthcoming June issue of FATE, but wanted to place the information here since I am not getting a response from members of Wisconsin MUFON after three weeks since contacting them. This is apparently a _recurring_ incident. At 4:45 a.m. CST on March 31, I met the witness. I was training my binoculars on the southeastern horizon (an area known as the Baraboo Bluffs, in the vicinity of several radio and microwave towers) when I saw a orange-yellowish light soar a few degrees across the horizon. My friend, viewing with the naked eye, said she saw it zig-zag. I had the impression of an old-fashioned orange computer cursor that leaves a trail as it glides across a blank screen. It was bright, anomalous, very short-lived, and not easy to explain. We then runined any further opportunity to observe the light by driving off in the wrong direction, after which it was too bright and too foggy for us to see anything more. We concluded that the sighting may have been a UFO or other kind of anomalous ground-light activity. I returned to Baraboo on April 5 with two other friends. We discovered then that at least part of what our witness was describing, observing, and photographing was nothing more than good old planet Venus, in the southeastern sky. Disappointed, we waited around for a few hours and prepared to leave. But once again, while I was training my binoculars high in the southern sky on Venus (at 8:10 a.m. CDT), my friends and I had another strange sighting. This time, a bright white light seemed to emerge from behind the center of a thin cloud, a few degrees &quot;below&quot; Venus. It was tens of thousands of feet high. It &quot;swooped&quot; below the cloud (from our perspective) and seemed to leave a bright light impression or reflection before vanishing. I had the impression of the shape of a powerfully lit electric moth. Again, this was seen by myself, two friends, and the Baraboo witness. The whole thing seemed to resemble an extremely odd entrail from a plane, and I have not been able to look into this yet, but (1) we saw no physical craft, and (2) we agreed that it motion was far too anomalous, especially since it was 8 a.m. on a Sunday, and supposedly recurring. I believe there is some basis in truth for what the Baraboo witness has been reporting, but fact and fallacy have been difficult to separate. The Baraboo witness may report his extensive sightings soon by phone, but I personally can offer these two reports which were shared by a number of my friends, and seem to be consistent with most of the witness&apos;s claims. Since this is apparently a recurring event, I personally recommend that somebody with more resources investigates. I am available for more information."
19980923,19980924,"Puyallup, WA",other,2 seconds,"Streak of green light with small head and long tail, like meterorObserved through windshield of my vehicle while heading north on Meridian towards Hwy. 512 It was bright green and appeared like a meteror streak, but seemed to be much closer, approximately 10-20 miles away. It appeared, from north-east to south-west and disappeared abruptly. I was listening to Art Bell at the time and had just heard about green fier balls and such appearing all around the country. At the exact moment that I heard the guest say that  it was important to try and get an exact time of sighting I saw the object in the sky through my windshield. I noted the time on my vehicles digital clock and have since compared it to other clocks. My vehicle clock is one minute slow, so the exact time of my sighting is 10:49 pm on Wednesday, 1998. The object appeared stright ahead of me at about 80 degrees and disappeared to the left at about 50 degrees above the horizion."
19980311,19980312,"Northport, NY",light,2 seconds,"no crafts were seen, only a brilliant silver-blue light that moved north to south ....My friend and I were sitting in my car on 3/11/98 at the docks in northport, long island.  As we sat talking, a very bright light filled the car and appeared to move through the car from south to north. It lasted about 2 seconds.  We both looked around to see what kind of vehicle would have such brilliant headlights, but there were no other cars or trucks pulling in or out at that time.  We then discussed whether it may have been someone taking a picture.  Bu it was late, very cold out and no-one was appeared to be outside. At that moment, there were no planes overhead.  The light itself was silver-blue in colour and illuminated the interior of my car for those brief seconds.  Although we have no idea what the light may have been, my friend was able to relate the light back to two other events similar in nature.  So there you have it."
19980910,19980924,"Oceanside, CA",fireball,Approx. 10-15 sec.,"Bright, fire-like object streaked from west to east in a level, horizonal attitude at a speed that took approximately 10 seconds to cover the sky from west to east before disappearing into some low cumulus clouds.At approximately 7:15 p.m. on Sept. 10, 1998, a group of Oceanside Chamber of Commerce members were just concluding a sundowner mixer when this object was observed. Appropriately enough, we were out at the Oceanside Municipal Airport and there were about 20 or so adults, including a couple of elected city councilmembers, standing around chatting, getting ready to leave the venue when I spotted what I thought at first was a cheap skyrocket. I thought this because of the sparks and firey trail coming out from behind. The object was moving at a high rate of speed, but maintaining a level flight in a direct westerly to east path. I had enough time to realize that this was not a meteor or a skyrocket and something unusual. I shouted to everyone, pointing up to the sky. Everyone was able to watch this object travel east into a bank of light clouds. It didn&apos;t look that high, but the next day I read in the San Diego Union that the same object had been observed by people as far away as north of Los Angeles. What makes me write this report nearly three weeks after the fact was hearing Peter on Art Bell&apos;s program tonight (09/24/98). At approximately 10:15 p.m., Peter played a tape recording of a woman reporting this exact same object that she saw as she traveled on State Highway 18 toward Lake Arrowhead in the San Bernardino Mountains. She claimed it flew directly over her...she said it was at 7:15 p.m. This definitely was not a meteor, as most so-called officials have explained. I am a 30-year veteran of journalism, a daily columnist for the North County Times, (circulation 96,000), which covers northern San Diego County. This makes the second time I have observed a UFO in the presence of community leaders. I&apos;ve written about it both times and have received phone calls from readers acknowledging what I saw."
19980515,19980520,"Newnan, GA",light,1 min,"very bright, with a beacon light too high to be helicopter,couldnt be airplaneAbove trees, it was very bright, couldnt tell the shape. some witnesses thought maybe a helicopter,but it was to high up for that. What really caught our attention was the light that was comming form it,like a searchlight. but it didnt reach the ground just halfway. The light from it was moving unaturally,too fast and in odd directions.... It didnt stay very long for about 1 minute. but we didnt see where it went either."
19820703,19980609,"Houston, TX",disk,20-30 minutes,"Awakened by hovering disk over residential area.Many years ago, absolutely sober, I was awakened around midnight by a strange whirring sound outside my bedroom window.  I walked over to the window, opened the sheer curtains, and saw very clearly a disc-shaped UFO with 6-8 multi- colored lights hanging beneath the disk. The colored lights alternated their lighting pattern, as if spinning in a slow circle.  The sound matched the moving lights.  The ship wasn&apos;t doing anything other than hovering above the rooftops.  I tried to wake up my spouse verbally, to no avail.  I didn&apos;t dare leave the window.  After what seemed like an eternity, I finally did walk across the room to try again to rouse my spouse.  Unsuccessful, I returned to the window, only to find it was gone.  I watched the news reports for days for any similar reports, as sightings were common in the Texas Gulf Coast area.  But no one has ever confirmed this sighting to me.  My life changed after that point, though.  Strange, albeit harmless phenomenon continue to follow me even to this day."
19980129,19980129,"Scranton, KS",fireball,30-45 seconds,Summary : My son and I saw a something slowly falling out of the sky.  It looked like a VW on fire very bright and moving very slowly downward.  We lost sight of it behind a hill.  We were within a 1/4 mile and it was low we watched it from about 1000 feet to about 25 feet off the ground before we lost sight of it.  I stopped the car thinking we would hear a crash but did not.  We went home and called the police reporting what looked like a VW Car on fire falling slowly from the sky.  We went back but could not see anything.  My son is on crutches and could not go the terrain at night and I was too afraid to walk over the hill on my own.
19980311,19980312,"Los Penisquitos (San Diego), CA",light,5seconds,"the object traveled from the south to north west in a downwards direction, the event lasted roughly 5 seconds, the object if I held a pencil out at arms length eraser portion up would cover the object. the object was bright like a holgen lamp I was surpized for I believed it crashed yet no reports were on the radio, it seemed lower than comercial aircraft, yet not as low as private or military aircraft in the areathe object seemed like a bright holagen lamp, when I observed the object it was above a shopping center or just east of the center as I was traveling north on black mountian road, it came out of nowhere and disappeared in a downward direction. not floating as in a flare but straight and fast as well. faster than military aircrft and private aircraft in the area at first I thought it was a shooting star, but it was far to bright for that. shortly after 2 military aircraft headed in an easterly direction beating feet fast for you could hear and feel the rumble of the engine, like in an air show but way above the normal levels"
19980307,19980310,"Naples, FL",cone,NA,"2 sorta of cone light oval i smaller i a little larger moving not together but in the same pattern2 one smaller off to our right the larger one was nearer the smaller one movered and came back the larger bright in view stayed and waited the smaller came back and then both where gone [sighting took only a few seconds, we where traveling in our car coming back from a very bright sun set over the gulf of mexico, red gold purple sun set, the sun was already down when we saw the sighting.((NUFORC:  Probable missile launch from U. S. submarine.))"
19970601,19980517,"Raton (South of; Ft. Lincoln rest stop), NM",unknown,3 minutes,"Observed unknown high speed, high altitude objects make non-balistic course changes.On the night in question, I was traveling with my mother and daughter to Las Lunas NM from Denver, CO. We stopped for a few moments at the Ft. Lincoln Rest Stop, south of Raton, NM to look at the stars with binoculars. While my daughter looked at the stars with the binoculars I was using a 1st generation NVD and looking at the southern horizon. I began tracking what I thought was a polar orbit satilite (from about 15 degrees above the S. horizon) I realized the object was traveling too fast for a satilite. (speed unknown but it covered from 15 degrees to 90 degrees in approx. one minute.) As the object reached the 90 degree position it was joined by 2 other objects that matched vector and speed from the SW using non-ballistic manuvering. The objects formed a triangular formation and traveled on for 10-20 seconds and then made a non-ballistic 90 degree turn to the west and accellerated until they were lost from view on the western horizon. The objects were high in the atmosphere and undescernable as to shape. the lights were very dim and impossible to see with the naked eye.((NUFORC Note:  Date is approximate.  PD))"
0000,19980216,"Aventura, FL",triangle,30 sec,"dimly lit lights, appeared  to be orbiting, ressembled a constellation, yet unlike a constellation, as seen from earth, the object transversed the sky at a tremenedous velocity (flight path followed the arc of the atmosphere).  Appeared massive, never changed direction, speed, or configuration of its six or more (I cleary saw six)dim white lights.  The object dissapeared when it dropped towards the horizon, due to city glare from the metropolitan Miami area.I was sober, not tired and had not recently seen any sci-fi movies, the sky was perfectly clear, low air traffic.  I have never seen something with these charcteristics in my entire exsistance.  I have no evidence other than what I saw, and I understand human perceptions are highly fallable, it was my subjective experience.  I know I saw something, what I do not know!  Too big to be a space station, could be six sub-orbital planes capable of tremenedous speeds and atmospheric pressures, or six orbital space crafts (US or other), flying in perfect formation (with out hint of going of course) while under these extreme conditions."
19780201,19980423,"Perth (Western Australia),",sphere,2 minutes,"Bright orange glow. Stationary.On a full moon summers night my daughters and I saw a huge bright round orange glowing object on the right side of the moon.  It was stationary for a few minutes then suddenly it zoomed behind the moon in the wink of an eye.  We never saw it again.  This was a long time ago, things like this were not spoken of and we felt we would be ridiculed if we reported this.  My daughter and I also witnessed two grey objects during daylight hours hovering over each other in circles then moving straight up at a very fast speed out of sight.  This was in Kalgoorlie West Australia in 1984."
19980206,19980210,"Graham, WA",light,45 sec.,"Small red light flew slowly straight up and disappearedI was driving home from Seattle, and approximatley 2 mi. from my home, I saw what appeared at first to be a small red reflector (the type people put on mailbox stands so you can see them in your headlights). As I approached (within 20 yards or so), the &quot;reflector&quot; began moving straight up at perhaps 15-20 ft.per second. I stopped the car, and watched it go up for at least 30-40 seconds, and then it just disappeared from sight. It was dead silent as it rose, and it was moving so smoothly it just didn&apos;t seem real."
19980409,19980411,"Colorado Springs, CO",other,15 mins,"Saw object hovering over Co Springs. Couldn&apos;t clearly make out the shape, but it had approx 10-12 lights, most white, a couple yellow and red. Hovered, disappeared, and reappeared for under less mminute intervals 4-5 times over approx 15 minutes. It reappeared a couple of times in same position, appeared couple times in different positions but close to original.  Lots of small aircraft in the area which is normal.Our house sits on a bluff and overlooks the front range of Colorado Springs. I was in bed watching TV.  Our bedroom has a big window looking out at the front range.  On this night, there was a lot of aircraft flying across the front range, probably from the USAF Academy and/or Co Springs Airport.  It was fairly clear with a few clouds.  I saw the object several times without paying too much attention to it, before it finally sunk in that there was something different about it--it didn&apos;t seem to be moving, just staying in the same spot.  At first I was trying to figure out what kind of airplane it was, but it had more lights than I&apos;ve ever seen.  It wasn&apos;t familiar. I thought it was strange---but again didn&apos;t think too much about it--doens&apos;t necessarily mean anything.  Afterall, I&apos;m not intimately familiar with all aircraft.  Then I also realized that it didn&apos;t seem to be moving.  Maybe it was a dirigible.  Don&apos;t know why one of them would be in the area, but who knows. Or maybe it&apos;s an aircraft with all lights on coming straight at me---but it didn&apos;t seem to get closer---but couldn&apos;t honestly really tell.  But then it completely disappeared (all the lights were gone). That&apos;s when it got my full attention, and I began searching for it.  A few seconds later(maybe 15?), it reappeared in the same spot.  I looked closer and it&apos;s not moving.  It disappeared again after a short time (again less than an minute).  It appeared and disappeared (I think) 2 more times within a short distance of the original spot, and then didn&apos;t reappear.  Each time it appeared, it didn&apos;t seem to move, just hovered.  It was the lack of movement that gave me the idea it might be a UFO.  It was hovering somewhere over the Academy Blvd business district.  Pikes Peak was to the right, the mountains in the background, and the object was a little more than half way between Pikes Peak and the end of the mountain range to the left.  It&apos;s impossible to say how far away from my house it was. I&apos;d guess the base of the mnts are approx. 5 miles a! way. Using that as a reference, I&apos;d say it was a mile from me and was about 6-8&quot; wide. Perhaps that can help give you some perspective of size. It was much larger than anything that normally flies in the area.  The Academy flies small Cessna type aircraft, and I&apos;ve never seen the larger aircraft from the airport fly this close--they have always much farther out next to the mountains. I just wish I&apos;d had a camera handy. I had hoped to see it on the news with an explanation or confirming that I wasn&apos;t crazy--but there wasn&apos;t anything. I have been associated with the AF for 29 years.  I was in the AF for 6 as an aircraft mechanic, my husband is AF, I&apos;ve lived on AF bases, and I currently work for the AF as a civilian.  In other words, I&apos;ve been around airplanes most of my adult life.  Also, I&apos;m not &quot;into&quot; the UFO craze.  I&apos;ve always been very skeptical--I have always thought their existance was possible, but since I hadn&apos;t had any personal experience, I reserved judgment.  My theory has always been that most sightings could be explained (including this one), the witness saw what they wanted to see or they were telling tales, or the sightings were just military test aircraft.  However, what I saw the other night, has gotten my attention.  There&apos;s probably a good explanation of what it was.  I&apos;m hoping your organization may have an explanation or reports from others.  I&apos;m reporting it to you in hopes that you may know of someone else who observed it.  Right now, I dont&apos;t feel like telling anyone (other than my husband) as they&apos;ll think I&apos;m nuts.  I wish I&apos;d had a camera that would have captured it. Have you received any other reports about it?"
19610615,19980428,"Richardson, TX",light,20 min,"bright light doing manuvers then chased by jetsSorry about all the unknowns but it was a long time ago. I was with my Cub Scout troop in our back yard when we all noticed a bright light in the sky. It was going very slow. It then began a loop manuver going at the same speed, much to slow for a conventional air craft to accomplish. We watched as 3-4 jets came in from the right as it came out of the loop. As the loop was finished and the jets got closer it took off vertically at a high speed. As I said it was a long time ago and I don&apos;t recall specifics like direction or time of year. As I talk to the rest of my family and get better info I&apos;ll add it.((NUFORC Note:  Date is approximate.  PD))"
19980226,19980313,"Colorado Springs, CO",fireball,30-40 sec,"A slowly descending Blue-Green Fireball.  First Appeared at apx. 52 deg. El. and went down to apx. 0 deg.  Disappeared behind Condo&apos;s. Had contrail of the same color.  Drifting slightly southward from a compass heading of apx. 305. deg.This is the &quot;young women&quot; you played the tape of on the Art Bell show. Age 41.  She was sitting on the couch with her husband watching TV.  He refused to turn around and look at it.  They estimate 30-40 sec. vice. 3-4 minutes she said when she was excited. I&apos;ve found a second eye witness, I hope to talk to Tuesday night.  Maybe I can then triangulate and get a better idea of how far away it was. Because of the distance to the Condo&apos;s that it disappeared behind it could have been anywhere from 500 ft. to 5 miles away."
19970820,19980525,"Tucson, AZ",light,+/- 1min,"Erratic movement not found in conventional aircraftUpon getting out of the car, I looked eastward toward the mountains directly east of Tucson. Some distance away, yet on the city side of the mountains, I witnessed a single white light ascending at an almost vertical angle. Upon reaching an altitude approximate to that of most private (Cessna type) aircraft, it flashed once as though reorienting and took off at an extremely high rate of speed at an approximately 40 degree angle toward orbit. It then winked out and disappeared."
19971110,19980312,"Orem, UT",triangle,1 min,"Black object moving slowly from North to South.I was laying in my dads backyard looking up at the stars.  Perfectly clear sky no moon.  Just to the north I saw a very thin white curved line appear, moving in a southern direction.  The line was so thin I could hardly see it.  It looked kind of like a curved bolt of lightning. Following the line was a object blacker than the night sky.  The line started to fade away until it was completly gone.  I could still see the black object moving slowly, against the stars that would disappear then reappear.  Just before it past over the trees the lights from the city reflected off of it.  It had a brown tint, and the front edge was almost white.  I saw no flashing lights or other elumination from the object, only the reflection of the city lights. The shape was triangular but closer to what the stealth bomber looks like.  I thought it might have been the stealth bomber but the speed seemed to be to slow for its altitude and size. There was no sound.  It was about 200 feet from the ground so, if it was a jetplane, I definatly would have heard some noise."
19950215,19980601,"Lyndhurst, OH",unknown,10 MINUTES,"HEARD LOUD, RUMBLING ROAR, SAW 3 BLUE-WHITE STROBING LIGHTS MOTIONLESS IN WESTEREN SKY,  LIGHTS AT LEAST 20 DEGREES FROM END TO END, NO SHAPE.oN 2-15-95,  21:30 hours,  we heard a loud, rumbling roaring overhead. This did not suprise us as an airport is nearby, and similar jet sounds are heard from time to time.  However, this sound continued well into three minutes, getting louder and louder, unlike any plane that passes by.  I looked out the westeren window of my family room and saw three blue-white strobing lights about 30 degrees above the horizon,  in a pattern which I will represent with an astrix and two periods:                  (     *    .                 .       )      The lower two lights would strobe together while the upper left light was off, then the upper left would strobe while the lower two were off, doing so within one second intervals. The sky was grey overcast, tempeture about 23 degrees.  I then noticed that the lights were stationary.  At arms length, the length of the formation was  approximatel;ly eight inches.  I called my wife in to view the lights. She agreed that they did not look li! ke any plane she ever saw before,  and why was it stationary?  I opened the window and noted that the roaring noise was comming directly from the object, but there were no visable exhust jets or any obvious source for the soise.  Through 7x35 binoculars,  the lights appeared similar to aircraft strobe lights, but very intense.  No shape or outline of any kind was detected.   As I watched,  the formation  seemed to be moving extremely slowly to the west, at a speed of perhaps only a few feet per second, barely noticable.  I watched for 9 minutes before it dissapeared behind the rooftops.  Just before it did, the light on the left moved or rotated towards the center light, almost merging, then returned to its original position.                                                                                                   I imimediately called the Cuyohoga county airport tower, (i had the number due to other problems) and asked if any military craft were in the area, or a blimp, or anything like that.  The reply was negitive.  I called Cleveland Hopkins airport and obtaind the same comment, but they recommended I contact the FAA the next day.  This I did, and the woman on the phone who took my report stated that a man had called in from Huron Ohio that same morning to report a jet that had been so low and loud, it brook several windows. Huron is due west from my home if you draw a line to it, and this was the direction the lights headed.  My mother also heard the roar, and, although hard of hearing, went from window to window looking for a truck or something, but never looked up.  She lives directly west of us on the same line.  We are self employed professionals, and I am an armchair astronomer and avaition buff, so I am fimiliar with various types of craft and celestial events.  This did not match any known objects or! vehicles.  Nothing was reported in the news."
19971115,19980519,"Tamaqua, PA",light,30 seconds,"A light was seen up in the sky with small lights shining down from it it dissapeared and a possible abduction took place the following night.As I was walking across our backroad (we live in the country) and it was mostly black outside, I was going to our neighbors, when I noticed that the side of my neighbors house was lite up brightly and so were the pine trees that border the left side of the house, at first I thought nothing of it, but then I realized something in the sky was lighting it up.  I wirled around to see and the light instantly vanished.  There was no sound at all.  Witnesses include, myself, my aunt who lives about 3 houses away, and a friend of my neighbors who lives a few miles away. I never actually saw the craft, it vanished AS SOON AS I TURNED AROUND (like it was watching me) I got the description from my aunt. The following night, I was walking down our hallway with the lights of, just in the dark, when the whole hallway lite up bright red, then whent to a dark blood red.  At first I thought it was the tail lights to a car, but it wasn&apos;t.  I also was frozen in the position I was in.  I have told myself before if anything wierd like this happens I&apos;ll go investigate, walk around, etc, but I couldn&apos;t it was like I was frozen.  The light eventually faded out and things came back to normal."
19980307,19980307,"West Palm Beach (Vero), FL",fireball,1min,Two lights over ocean exploding into the sea.Reported by many people and reported on local tv station 25 WPBF out of west palm beach. Coast Guard dispatched a boat to investagate but no answers yet.((NUFORC:  Report caused by missile launch at sea by U. S. submarine.))
